node_id,workspace,layer,node_kind,label,source_file,source_id,evidence_status,semantics_status,notes
IN-TASK-SELECT-SPRING-CONFIG,WS-INPUTS,optimized,task,Выбрать конфигурацию пружин по углу,manual_operational_model,IN-TASK-SELECT-SPRING-CONFIG,designed_target,pending,Operational node for internal action→feedback graph.
IN-TASK-ENABLE-LEVELING,WS-INPUTS,optimized,task,Включить или отключить выравнивание пружинами,manual_operational_model,IN-TASK-ENABLE-LEVELING,designed_target,pending,Operational node for internal action→feedback graph.
IN-TASK-EDIT-SYMMETRY,WS-INPUTS,optimized,task,Установить или снять зеркальную симметрию лево/право,manual_operational_model,IN-TASK-EDIT-SYMMETRY,designed_target,pending,Operational node for internal action→feedback graph.
IN-TASK-EDIT-CYL-POINTS,WS-INPUTS,optimized,task,Отредактировать точки крепления и ограничения цилиндров,manual_operational_model,IN-TASK-EDIT-CYL-POINTS,designed_target,pending,Operational node for internal action→feedback graph.
IN-TASK-OPEN-TWIN,WS-INPUTS,optimized,task,Открыть графический двойник и схему,manual_operational_model,IN-TASK-OPEN-TWIN,designed_target,pending,Operational node for internal action→feedback graph.
IN-TASK-VALIDATE,WS-INPUTS,optimized,task,Проверить входные данные,manual_operational_model,IN-TASK-VALIDATE,designed_target,pending,Operational node for internal action→feedback graph.
IN-TASK-SAVE,WS-INPUTS,optimized,task,Сохранить validated snapshot,manual_operational_model,IN-TASK-SAVE,designed_target,pending,Operational node for internal action→feedback graph.
IN-TASK-HANDOFF,WS-INPUTS,optimized,task,Передать validated snapshot дальше по pipeline,manual_operational_model,IN-TASK-HANDOFF,designed_target,pending,Operational node for internal action→feedback graph.
IN-CHECK-REQ,WS-INPUTS,optimized,check,Проверка обязательных полей и единиц измерения,manual_operational_model,IN-CHECK-REQ,designed_target,pending,Operational node for internal action→feedback graph.
IN-CHECK-GEOM,WS-INPUTS,optimized,check,Проверка геометрической согласованности,manual_operational_model,IN-CHECK-GEOM,designed_target,pending,Operational node for internal action→feedback graph.
IN-CHECK-SPRING-VIS,WS-INPUTS,optimized,check,Проверка видимости выбора C1/C2 на угол,manual_operational_model,IN-CHECK-SPRING-VIS,designed_target,pending,Operational node for internal action→feedback graph.
IN-CHECK-LEVELING-VIS,WS-INPUTS,optimized,check,Проверка видимости режима выравнивания и остатка,manual_operational_model,IN-CHECK-LEVELING-VIS,designed_target,pending,Operational node for internal action→feedback graph.
IN-CHECK-SYMMETRY-VIS,WS-INPUTS,optimized,check,Проверка видимости режима зеркальной симметрии,manual_operational_model,IN-CHECK-SYMMETRY-VIS,designed_target,pending,Operational node for internal action→feedback graph.
IN-CHECK-TWIN-SYNC,WS-INPUTS,optimized,check,Проверка двусторонней синхронизации с графическим двойником,manual_operational_model,IN-CHECK-TWIN-SYNC,designed_target,pending,Operational node for internal action→feedback graph.
IN-BLOCK-REQ,WS-INPUTS,optimized,block,Не все обязательные входы заполнены,manual_operational_model,IN-BLOCK-REQ,designed_target,pending,Operational node for internal action→feedback graph.
IN-BLOCK-GEOM,WS-INPUTS,optimized,block,Геометрия противоречива или нарушает ограничения,manual_operational_model,IN-BLOCK-GEOM,designed_target,pending,Operational node for internal action→feedback graph.
IN-BLOCK-TWIN,WS-INPUTS,optimized,block,Графический двойник не может быть построен честно,manual_operational_model,IN-BLOCK-TWIN,designed_target,pending,Operational node for internal action→feedback graph.
IN-BLOCK-HANDOFF,WS-INPUTS,optimized,block,Нельзя передать дальше: snapshot не сохранён или не валиден,manual_operational_model,IN-BLOCK-HANDOFF,designed_target,pending,Operational node for internal action→feedback graph.
IN-FEEDBACK-C1C2,WS-INPUTS,optimized,feedback,На угол установлены две пружины: контур C1 и контур C2,manual_operational_model,IN-FEEDBACK-C1C2,designed_target,pending,Operational node for internal action→feedback graph.
IN-FEEDBACK-LEVELING,WS-INPUTS,optimized,feedback,"Выравнивание кузова пружинами активно; показан метод и остаточная разница, миллиметры",manual_operational_model,IN-FEEDBACK-LEVELING,designed_target,pending,Operational node for internal action→feedback graph.
IN-FEEDBACK-SYMMETRY,WS-INPUTS,optimized,feedback,Зеркальная симметрия лево/право включена и заблокирована,manual_operational_model,IN-FEEDBACK-SYMMETRY,designed_target,pending,Operational node for internal action→feedback graph.
IN-FEEDBACK-TWIN,WS-INPUTS,optimized,feedback,Графический двойник обновлён по введённым данным,manual_operational_model,IN-FEEDBACK-TWIN,designed_target,pending,Operational node for internal action→feedback graph.
IN-FEEDBACK-VALID,WS-INPUTS,optimized,feedback,Validation summary виден на текущем экране,manual_operational_model,IN-FEEDBACK-VALID,designed_target,pending,Operational node for internal action→feedback graph.
IN-FEEDBACK-SAVED,WS-INPUTS,optimized,feedback,Validated snapshot сохранён и готов к handoff,manual_operational_model,IN-FEEDBACK-SAVED,designed_target,pending,Operational node for internal action→feedback graph.
IN-LOOP-EDIT-VALIDATE,WS-INPUTS,optimized,loop,Правка → проверка → правка,manual_operational_model,IN-LOOP-EDIT-VALIDATE,designed_target,pending,Operational node for internal action→feedback graph.
IN-LOOP-GRAPH-SYNC,WS-INPUTS,optimized,loop,Выбор в схеме ↔ inspector ↔ поле,manual_operational_model,IN-LOOP-GRAPH-SYNC,designed_target,pending,Operational node for internal action→feedback graph.
TREE-WS-RING,WS-RING,current,tree_entry,Сценарии и редактор кольца,ring_editor_screen_blueprints_v13.csv,tree_entry,canonical_requirement,keep,Прямое открытие из дерева должно стать обязательным.
CUR-RG-LAUNCH,WS-RING,current,current_entry,Открыть редактор кольца или сценариев,live_evidence,CUR-RG-LAUNCH,evidence_bound,pending,Current старт не доминирует достаточно явно.
CUR-RG-NOT-DOMINANT,WS-RING,current,current_defect,Редактор кольца не доминирует в стартовом маршруте,live_evidence,CUR-RG-NOT-DOMINANT,evidence_bound,pending,Сценарный центр продукта ослаблен.
CUR-RG-TELEMETRY-MIX,WS-RING,current,current_defect,Разгон и торможение смешиваются с семантикой сегмента,live_evidence,CUR-RG-TELEMETRY-MIX,evidence_bound,pending,Нарушение доменной семантики.
CUR-RG-SEAM-AMBIG,WS-RING,current,current_defect,Шов и источник цикличности выражены недостаточно явно,live_evidence,CUR-RG-SEAM-AMBIG,evidence_bound,pending,Пользователь может не понять замыкание.
CUR-RG-EXPORT-HIDDEN,WS-RING,current,current_defect,Экспорт и handoff в suite видны не как следствие source-of-truth,live_evidence,CUR-RG-EXPORT-HIDDEN,evidence_bound,pending,Нарушение понятности pipeline.
TREE-WS-RING,WS-RING,optimized,tree_entry,Сценарии и редактор кольца,v13-v21/v16/v19+v18,TREE-WS-RING,designed_target,pending,Canonical target-layer.
ROOT-WS-RING,WS-RING,optimized,workspace,Редактор кольца,v13-v21/v16/v19+v18,ROOT-WS-RING,designed_target,pending,Canonical target-layer.
DOCK-TREE-WS-RING,WS-RING,optimized,dock,Левое дерево,v13-v21/v16/v19+v18,DOCK-TREE-WS-RING,designed_target,pending,Canonical target-layer.
DOCK-INSPECTOR-WS-RING,WS-RING,optimized,dock,Правый inspector и help,v13-v21/v16/v19+v18,DOCK-INSPECTOR-WS-RING,designed_target,pending,Canonical target-layer.
DOCK-STATUS-WS-RING,WS-RING,optimized,dock,Нижний статус и прогресс,v13-v21/v16/v19+v18,DOCK-STATUS-WS-RING,designed_target,pending,Canonical target-layer.
RING-SCR-01,WS-RING,optimized,screen,Редактор кольца — обзор,ring_editor_screen_blueprints_v13.csv,RING-SCR-01,designed_target,pending,Screen blueprint canonical source.
RING-SCR-02,WS-RING,optimized,screen,Редактор кольца — карточка сегмента,ring_editor_screen_blueprints_v13.csv,RING-SCR-02,designed_target,pending,Screen blueprint canonical source.
RING-SCR-03,WS-RING,optimized,screen,Редактор кольца — шов и экспорт,ring_editor_screen_blueprints_v13.csv,RING-SCR-03,designed_target,pending,Screen blueprint canonical source.
RING-SCR-04,WS-RING,optimized,screen,Редактор кольца — связь с матрицей испытаний,ring_editor_screen_blueprints_v13.csv,RING-SCR-04,designed_target,pending,Screen blueprint canonical source.
GLOBAL-RIGHT-INSPECTOR,WS-RING,optimized,region,GLOBAL-RIGHT-INSPECTOR,ring_editor_screen_blueprints_v13.csv,GLOBAL-RIGHT-INSPECTOR,designed_target,pending,Region/container from screen blueprint or element catalog.
RG-CROSSFALL,WS-RING,optimized,region,RG-CROSSFALL,ring_editor_screen_blueprints_v13.csv,RG-CROSSFALL,designed_target,pending,Region/container from screen blueprint or element catalog.
RG-FOOTER,WS-RING,optimized,region,RG-FOOTER,ring_editor_screen_blueprints_v13.csv,RG-FOOTER,designed_target,pending,Region/container from screen blueprint or element catalog.
RG-HEADER,WS-RING,optimized,region,RG-HEADER,ring_editor_screen_blueprints_v13.csv,RG-HEADER,designed_target,pending,Region/container from screen blueprint or element catalog.
RG-LEFT,WS-RING,optimized,region,RG-LEFT,ring_editor_screen_blueprints_v13.csv,RG-LEFT,designed_target,pending,Region/container from screen blueprint or element catalog.
RG-LONG,WS-RING,optimized,region,RG-LONG,ring_editor_screen_blueprints_v13.csv,RG-LONG,designed_target,pending,Region/container from screen blueprint or element catalog.
RG-PLAN,WS-RING,optimized,region,RG-PLAN,ring_editor_screen_blueprints_v13.csv,RG-PLAN,designed_target,pending,Region/container from screen blueprint or element catalog.
RG-FLD-SCENARIO-NAME,WS-RING,optimized,element,Название сценария,ring_editor_element_catalog_v13.csv,RG-FLD-SCENARIO-NAME,designed_target,pending,type=text_editor; region=RG-HEADER; binding=scenario.root.name
RG-FLD-CLOSURE-POLICY,WS-RING,optimized,element,Политика замыкания кольца,ring_editor_element_catalog_v13.csv,RG-FLD-CLOSURE-POLICY,designed_target,pending,type=combo_box; region=RG-HEADER; binding=scenario.root.closure_policy
RG-FLD-V0,WS-RING,optimized,element,Начальная скорость,ring_editor_element_catalog_v13.csv,RG-FLD-V0,designed_target,pending,type=numeric_editor; region=RG-HEADER; binding=scenario.root.v0_kph
RG-FLD-DX,WS-RING,optimized,element,Шаг дискретизации,ring_editor_element_catalog_v13.csv,RG-FLD-DX,designed_target,pending,type=numeric_editor; region=RG-HEADER; binding=scenario.root.dx_m
RG-FLD-LAPS,WS-RING,optimized,element,Количество кругов,ring_editor_element_catalog_v13.csv,RG-FLD-LAPS,designed_target,pending,type=integer_editor; region=RG-HEADER; binding=scenario.root.n_laps
RG-FLD-SEED,WS-RING,optimized,element,Код генератора,ring_editor_element_catalog_v13.csv,RG-FLD-SEED,designed_target,pending,type=integer_editor; region=RG-HEADER; binding=scenario.root.seed
RG-FLD-ROAD-WIDTH,WS-RING,optimized,element,Ширина дороги,ring_editor_element_catalog_v13.csv,RG-FLD-ROAD-WIDTH,designed_target,pending,type=numeric_editor; region=RG-HEADER; binding=scenario.root.road_width_m
RG-BTN-GENERATE-PREVIEW,WS-RING,optimized,element,Сгенерировать предварительный просмотр,ring_editor_element_catalog_v13.csv,RG-BTN-GENERATE-PREVIEW,designed_target,pending,type=secondary_button; region=RG-HEADER; binding=preview.generate
RG-SEGMENT-LIST,WS-RING,optimized,element,Список сегментов,ring_editor_element_catalog_v13.csv,RG-SEGMENT-LIST,designed_target,pending,type=list_view; region=RG-LEFT; binding=scenario.segments[]
RG-BTN-ADD-SEGMENT,WS-RING,optimized,element,Добавить сегмент,ring_editor_element_catalog_v13.csv,RG-BTN-ADD-SEGMENT,designed_target,pending,type=small_button; region=RG-LEFT; binding=scenario.segments.add
RG-BTN-DUP-SEGMENT,WS-RING,optimized,element,Дублировать сегмент,ring_editor_element_catalog_v13.csv,RG-BTN-DUP-SEGMENT,designed_target,pending,type=small_button; region=RG-LEFT; binding=scenario.segments.duplicate
RG-BTN-DELETE-SEGMENT,WS-RING,optimized,element,Удалить сегмент,ring_editor_element_catalog_v13.csv,RG-BTN-DELETE-SEGMENT,designed_target,pending,type=small_button; region=RG-LEFT; binding=scenario.segments.delete
RG-BTN-INSERT-BEFORE,WS-RING,optimized,element,Вставить перед,ring_editor_element_catalog_v13.csv,RG-BTN-INSERT-BEFORE,designed_target,pending,type=small_button; region=RG-LEFT; binding=scenario.segments.insert_before
RG-BTN-INSERT-AFTER,WS-RING,optimized,element,Вставить после,ring_editor_element_catalog_v13.csv,RG-BTN-INSERT-AFTER,designed_target,pending,type=small_button; region=RG-LEFT; binding=scenario.segments.insert_after
RG-BTN-MOVE-UP,WS-RING,optimized,element,Поднять сегмент,ring_editor_element_catalog_v13.csv,RG-BTN-MOVE-UP,designed_target,pending,type=small_button; region=RG-LEFT; binding=scenario.segments.move_up
RG-BTN-MOVE-DOWN,WS-RING,optimized,element,Опустить сегмент,ring_editor_element_catalog_v13.csv,RG-BTN-MOVE-DOWN,designed_target,pending,type=small_button; region=RG-LEFT; binding=scenario.segments.move_down
RG-SEAM-BADGE,WS-RING,optimized,element,Индикатор шва,ring_editor_element_catalog_v13.csv,RG-SEAM-BADGE,designed_target,pending,type=state_badge; region=RG-LEFT; binding=scenario.validation.seam_status
RING-MESSAGE-BAR,WS-RING,optimized,element,Локальная строка сообщений,ring_editor_element_catalog_v13.csv,RING-MESSAGE-BAR,designed_target,pending,type=message_bar; region=RG-LEFT; binding=scenario.messages
RG-PLAN-VIEW,WS-RING,optimized,element,План кольца,ring_editor_element_catalog_v13.csv,RG-PLAN-VIEW,designed_target,pending,type=canvas; region=RG-PLAN; binding=scenario.preview.plan
RG-PLAN-LEGEND,WS-RING,optimized,element,Легенда плана кольца,ring_editor_element_catalog_v13.csv,RG-PLAN-LEGEND,designed_target,pending,type=legend_panel; region=RG-PLAN; binding=scenario.preview.plan.legend
RG-LONG-PROFILE-VIEW,WS-RING,optimized,element,Продольный профиль,ring_editor_element_catalog_v13.csv,RG-LONG-PROFILE-VIEW,designed_target,pending,type=chart; region=RG-LONG; binding=scenario.preview.long_profile
RG-LONG-STATUS,WS-RING,optimized,element,Статус продольного профиля,ring_editor_element_catalog_v13.csv,RG-LONG-STATUS,designed_target,pending,type=state_badge; region=RG-LONG; binding=scenario.preview.long_profile.status
RG-CROSSFALL-VIEW,WS-RING,optimized,element,Поперечный уклон,ring_editor_element_catalog_v13.csv,RG-CROSSFALL-VIEW,designed_target,pending,type=chart_panel; region=RG-CROSSFALL; binding=scenario.preview.crossfall
RG-SEAM-DIAGNOSTICS,WS-RING,optimized,element,Диагностика замыкания,ring_editor_element_catalog_v13.csv,RG-SEAM-DIAGNOSTICS,designed_target,pending,type=message_list; region=RG-CROSSFALL; binding=scenario.validation.seam_messages
RG-BTN-CHECK-SEAM,WS-RING,optimized,element,Проверить шов кольца,ring_editor_element_catalog_v13.csv,RG-BTN-CHECK-SEAM,designed_target,pending,type=secondary_button; region=RG-FOOTER; binding=scenario.validation.run
RG-BTN-EXPORT-SCENARIO,WS-RING,optimized,element,Экспортировать сценарий,ring_editor_element_catalog_v13.csv,RG-BTN-EXPORT-SCENARIO,designed_target,pending,type=secondary_button; region=RG-FOOTER; binding=scenario.export
RG-BTN-ADD-TO-SUITE,WS-RING,optimized,element,Добавить в испытания,ring_editor_element_catalog_v13.csv,RG-BTN-ADD-TO-SUITE,designed_target,pending,type=primary_button; region=RG-FOOTER; binding=scenario.to_suite
RG-SUITE-LINK-SUMMARY,WS-RING,optimized,element,Сводка передачи в испытания,ring_editor_element_catalog_v13.csv,RG-SUITE-LINK-SUMMARY,designed_target,pending,type=summary_card; region=RG-FOOTER; binding=suite_handoff.summary
RG-EXPORT-ARTIFACTS,WS-RING,optimized,element,Сводка экспортированных файлов,ring_editor_element_catalog_v13.csv,RG-EXPORT-ARTIFACTS,designed_target,pending,type=summary_card; region=RG-FOOTER; binding=scenario.export.summary
RG-VALIDATION-SUMMARY,WS-RING,optimized,element,Сводка проверок,ring_editor_element_catalog_v13.csv,RG-VALIDATION-SUMMARY,designed_target,pending,type=summary_card; region=RG-FOOTER; binding=scenario.validation.summary
RG-HELP-ANCHOR,WS-RING,optimized,element,Локальный знак вопроса,ring_editor_element_catalog_v13.csv,RG-HELP-ANCHOR,designed_target,pending,type=help_anchor; region=RG-FOOTER; binding=help.open_context
RING-VALIDATION-STRIP,WS-RING,optimized,element,Полоса валидации,ring_editor_element_catalog_v13.csv,RING-VALIDATION-STRIP,designed_target,pending,type=validation_strip; region=RG-FOOTER; binding=scenario.validation.strip
RING-UNITS-LEGEND,WS-RING,optimized,element,Легенда единиц измерения,ring_editor_element_catalog_v13.csv,RING-UNITS-LEGEND,designed_target,pending,type=units_legend; region=RG-FOOTER; binding=scenario.units.legend
RG-INS-SEGMENT-CARD,WS-RING,optimized,element,Карточка выбранного сегмента,ring_editor_element_catalog_v13.csv,RG-INS-SEGMENT-CARD,designed_target,pending,type=inspector_card; region=GLOBAL-RIGHT-INSPECTOR; binding=scenario.segment.selected
RG-INS-SEAM-CARD,WS-RING,optimized,element,Карточка шва и экспорта,ring_editor_element_catalog_v13.csv,RG-INS-SEAM-CARD,designed_target,pending,type=inspector_card; region=GLOBAL-RIGHT-INSPECTOR; binding=scenario.validation.export
RG-INS-HELP-CARD,WS-RING,optimized,element,Контекстная помощь по элементу,ring_editor_element_catalog_v13.csv,RG-INS-HELP-CARD,designed_target,pending,type=inspector_card; region=GLOBAL-RIGHT-INSPECTOR; binding=help.context
UI-RG-FLD-SCENARIO-NAME,WS-RING,optimized,element,Название сценария,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SCENARIO-NAME,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SCENARIO-NAME
UI-RG-FLD-CLOSURE-POLICY,WS-RING,optimized,element,Политика замыкания кольца,ring_editor_element_catalog_v13.csv,UI-RG-FLD-CLOSURE-POLICY,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-CLOSURE-POLICY
UI-RG-FLD-V0,WS-RING,optimized,element,Начальная скорость прохождения,ring_editor_element_catalog_v13.csv,UI-RG-FLD-V0,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-V0
UI-RG-FLD-DX,WS-RING,optimized,element,Шаг дискретизации дороги,ring_editor_element_catalog_v13.csv,UI-RG-FLD-DX,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-DX
UI-RG-FLD-LAPS,WS-RING,optimized,element,Количество кругов,ring_editor_element_catalog_v13.csv,UI-RG-FLD-LAPS,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-LAPS
UI-RG-FLD-SEED,WS-RING,optimized,element,Код генератора случайности,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SEED,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SEED
UI-RG-FLD-ROAD-WIDTH,WS-RING,optimized,element,Ширина дороги,ring_editor_element_catalog_v13.csv,UI-RG-FLD-ROAD-WIDTH,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-ROAD-WIDTH
UI-RG-FLD-START-HEIGHT,WS-RING,optimized,element,Высота дороги в начале кольца,ring_editor_element_catalog_v13.csv,UI-RG-FLD-START-HEIGHT,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-START-HEIGHT
UI-RG-FLD-SHOV-THRESHOLD,WS-RING,optimized,element,Порог допуска шва кольца,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SHOV-THRESHOLD,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SHOV-THRESHOLD
UI-RG-FLD-SEGMENT-ID,WS-RING,optimized,element,Номер сегмента,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SEGMENT-ID,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SEGMENT-ID
UI-RG-FLD-SEGMENT-LABEL,WS-RING,optimized,element,Имя сегмента,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SEGMENT-LABEL,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SEGMENT-LABEL
UI-RG-FLD-SEGMENT-ENABLED,WS-RING,optimized,element,Сегмент включён,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SEGMENT-ENABLED,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SEGMENT-ENABLED
UI-RG-FLD-SEGMENT-LENGTH,WS-RING,optimized,element,Длина сегмента,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SEGMENT-LENGTH,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SEGMENT-LENGTH
UI-RG-FLD-TURN-DIRECTION,WS-RING,optimized,element,Направление поворота,ring_editor_element_catalog_v13.csv,UI-RG-FLD-TURN-DIRECTION,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-TURN-DIRECTION
UI-RG-FLD-TURN-RADIUS,WS-RING,optimized,element,Радиус поворота,ring_editor_element_catalog_v13.csv,UI-RG-FLD-TURN-RADIUS,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-TURN-RADIUS
UI-RG-FLD-ARC-ANGLE,WS-RING,optimized,element,Угол дуги,ring_editor_element_catalog_v13.csv,UI-RG-FLD-ARC-ANGLE,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-ARC-ANGLE
UI-RG-FLD-END-HEIGHT,WS-RING,optimized,element,Высота дороги в конце сегмента,ring_editor_element_catalog_v13.csv,UI-RG-FLD-END-HEIGHT,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-END-HEIGHT
UI-RG-FLD-CROSSFALL,WS-RING,optimized,element,Поперечный уклон,ring_editor_element_catalog_v13.csv,UI-RG-FLD-CROSSFALL,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-CROSSFALL
UI-RG-FLD-SURFACE-TYPE,WS-RING,optimized,element,Тип покрытия,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SURFACE-TYPE,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SURFACE-TYPE
UI-RG-FLD-SURFACE-CLASS,WS-RING,optimized,element,Класс шероховатости или профиль,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SURFACE-CLASS,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SURFACE-CLASS
UI-RG-FLD-SINE-AMPLITUDE,WS-RING,optimized,element,Амплитуда синусоиды,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SINE-AMPLITUDE,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SINE-AMPLITUDE
UI-RG-FLD-SINE-WAVELENGTH,WS-RING,optimized,element,Длина волны синусоиды,ring_editor_element_catalog_v13.csv,UI-RG-FLD-SINE-WAVELENGTH,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-SINE-WAVELENGTH
UI-RG-FLD-PHASE-RIGHT,WS-RING,optimized,element,Фаза правой колеи,ring_editor_element_catalog_v13.csv,UI-RG-FLD-PHASE-RIGHT,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-PHASE-RIGHT
UI-RG-FLD-RANDOM-PHASES,WS-RING,optimized,element,Случайные фазы,ring_editor_element_catalog_v13.csv,UI-RG-FLD-RANDOM-PHASES,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-RANDOM-PHASES
UI-RG-FLD-TARGET-SPEED,WS-RING,optimized,element,Целевая скорость прохождения,ring_editor_element_catalog_v13.csv,UI-RG-FLD-TARGET-SPEED,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-TARGET-SPEED
UI-RG-FLD-PASSAGE-MODE,WS-RING,optimized,element,Режим прохождения сегмента,ring_editor_element_catalog_v13.csv,UI-RG-FLD-PASSAGE-MODE,designed_target,pending,type=field_row; region=GLOBAL-RIGHT-INSPECTOR; binding=RG-FLD-PASSAGE-MODE
FIELDGROUP-WS-RING-scope_global,WS-RING,optimized,field_group,scope global,ring_editor_field_catalog_v13.csv,FIELDGROUP-WS-RING-scope_global,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-RING-scope_segment0,WS-RING,optimized,field_group,scope segment0,ring_editor_field_catalog_v13.csv,FIELDGROUP-WS-RING-scope_segment0,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-RING-scope_segment,WS-RING,optimized,field_group,scope segment,ring_editor_field_catalog_v13.csv,FIELDGROUP-WS-RING-scope_segment,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-RING-scope_last_segment,WS-RING,optimized,field_group,scope last_segment,ring_editor_field_catalog_v13.csv,FIELDGROUP-WS-RING-scope_last_segment,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-RING-scope_export,WS-RING,optimized,field_group,scope export,ring_editor_field_catalog_v13.csv,FIELDGROUP-WS-RING-scope_export,designed_target,pending,Field grouping by scope.
FIELDGROUP-WS-RING-scope_suite_handoff,WS-RING,optimized,field_group,scope suite_handoff,ring_editor_field_catalog_v13.csv,FIELDGROUP-WS-RING-scope_suite_handoff,designed_target,pending,Field grouping by scope.
RG-FLD-START-HEIGHT,WS-RING,optimized,field,Высота дороги в начале кольца,ring_editor_field_catalog_v13.csv,RG-FLD-START-HEIGHT,designed_target,pending,data_type=number; scope=segment0; unit=мм
RG-FLD-SHOV-THRESHOLD,WS-RING,optimized,field,Порог допуска шва кольца,ring_editor_field_catalog_v13.csv,RG-FLD-SHOV-THRESHOLD,designed_target,pending,data_type=number; scope=global; unit=мм
RG-FLD-SEGMENT-ID,WS-RING,optimized,field,Номер сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-SEGMENT-ID,designed_target,pending,data_type=readonly_integer; scope=segment; unit=шт.
RG-FLD-SEGMENT-LABEL,WS-RING,optimized,field,Имя сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-SEGMENT-LABEL,designed_target,pending,data_type=text; scope=segment
RG-FLD-SEGMENT-ENABLED,WS-RING,optimized,field,Сегмент включён,ring_editor_field_catalog_v13.csv,RG-FLD-SEGMENT-ENABLED,designed_target,pending,data_type=checkbox; scope=segment
RG-FLD-SEGMENT-LENGTH,WS-RING,optimized,field,Длина сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-SEGMENT-LENGTH,designed_target,pending,data_type=number; scope=segment; unit=м
RG-FLD-TURN-DIRECTION,WS-RING,optimized,field,Направление поворота,ring_editor_field_catalog_v13.csv,RG-FLD-TURN-DIRECTION,designed_target,pending,data_type=enum; scope=segment
RG-FLD-TURN-RADIUS,WS-RING,optimized,field,Радиус поворота,ring_editor_field_catalog_v13.csv,RG-FLD-TURN-RADIUS,designed_target,pending,data_type=number; scope=segment; unit=м
RG-FLD-ARC-ANGLE,WS-RING,optimized,field,Угол дуги,ring_editor_field_catalog_v13.csv,RG-FLD-ARC-ANGLE,designed_target,pending,data_type=number; scope=segment; unit=градусы
RG-FLD-END-HEIGHT,WS-RING,optimized,field,Высота дороги в конце сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-END-HEIGHT,designed_target,pending,data_type=number; scope=segment; unit=мм
RG-FLD-CROSSFALL,WS-RING,optimized,field,Поперечный уклон,ring_editor_field_catalog_v13.csv,RG-FLD-CROSSFALL,designed_target,pending,data_type=number; scope=segment; unit=градусы
RG-FLD-SURFACE-TYPE,WS-RING,optimized,field,Тип покрытия,ring_editor_field_catalog_v13.csv,RG-FLD-SURFACE-TYPE,designed_target,pending,data_type=enum; scope=segment
