node_id,scope,surface,kind,label_current,label_recommended,semantic_issue,severity,why_it_hurts,status,semantic_quality_score_1_5,cost_impact_launch_shell,cost_impact_diagnostics,cost_impact_compare,route_priority
IN-CANVAS-SUSP-SIDE,optimized,project_inputs,canvas,Эскиз подвески сбоку,Эскиз подвески сбоку,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-CANVAS-PNEUMO-SCHEME,optimized,project_inputs,canvas,Схема пневматической сети,Схема пневматической сети,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-CANVAS-CYLINDER-RANGE,optimized,project_inputs,canvas,Диапазоны хода цилиндров,Диапазоны хода цилиндров,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-CANVAS-MASS-MAP,optimized,project_inputs,canvas,Карта масс и центра тяжести,Карта масс и центра тяжести,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-LEGEND-TWIN-MODE,optimized,project_inputs,legend,Легенда режима visual twin,Легенда режима visual twin,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-TXT-TWIN-SOURCE,optimized,project_inputs,caption,Подпись источника visual twin,Подпись источника visual twin,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-TXT-TWIN-WARNING,optimized,project_inputs,warning_text,Предупреждение visual twin,Предупреждение visual twin,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BANNER-VALIDATION,optimized,project_inputs,message_bar,Баннер проверки исходных данных,Баннер проверки исходных данных,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-TABLE-VALIDATION-ISSUES,optimized,project_inputs,data_table,Таблица validation issues,Таблица validation issues,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-TABLE-DIRTY-DIFF,optimized,project_inputs,data_table,Таблица отличий от last saved,Таблица отличий от last saved,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-VALIDATE,optimized,project_inputs,primary_button,Проверить исходные данные,Проверить исходные данные,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-SAVE,optimized,project_inputs,primary_button,Сохранить исходные данные,Сохранить исходные данные,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-APPLY,optimized,project_inputs,secondary_button,Применить и обновить эскизы,Применить и обновить эскизы,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-REVERT-GROUP,optimized,project_inputs,secondary_button,Откатить активную группу,Откатить активную группу,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-RESET-DEFAULTS,optimized,project_inputs,secondary_button,Сбросить к каноническим defaults,Сбросить к каноническим defaults,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-BACK-PROJECT,optimized,project_inputs,ghost_button,Вернуться к панели проекта,Вернуться к панели проекта,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-TO-RING,optimized,project_inputs,primary_button,Перейти в редактор кольца,Перейти в редактор кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-TO-SUITE,optimized,project_inputs,secondary_button,Перейти в матрицу испытаний,Перейти в матрицу испытаний,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-BTN-OPEN-DIAG,optimized,project_inputs,ghost_button,Открыть диагностику,Открыть диагностику,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
IN-HELP-ANCHOR,optimized,project_inputs,help_anchor,Контекстная справка исходных данных,Контекстная справка исходных данных,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-FLD-SCENARIO-NAME,optimized,ring,text_editor,Название сценария,Название сценария,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-FLD-CLOSURE-POLICY,optimized,ring,combo_box,Политика замыкания кольца,Политика замыкания кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-FLD-V0,optimized,ring,numeric_editor,Начальная скорость,Начальная скорость,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-FLD-DX,optimized,ring,numeric_editor,Шаг дискретизации,Шаг дискретизации,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-FLD-LAPS,optimized,ring,integer_editor,Количество кругов,Количество кругов,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-FLD-SEED,optimized,ring,integer_editor,Код генератора,Код генератора,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-FLD-ROAD-WIDTH,optimized,ring,numeric_editor,Ширина дороги,Ширина дороги,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-GENERATE-PREVIEW,optimized,ring,secondary_button,Сгенерировать предварительный просмотр,Сгенерировать предварительный просмотр,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-SEGMENT-LIST,optimized,ring,list_view,Список сегментов,Список сегментов,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-ADD-SEGMENT,optimized,ring,small_button,Добавить сегмент,Добавить сегмент,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-DUP-SEGMENT,optimized,ring,small_button,Дублировать сегмент,Дублировать сегмент,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-DELETE-SEGMENT,optimized,ring,small_button,Удалить сегмент,Удалить сегмент,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-INSERT-BEFORE,optimized,ring,small_button,Вставить перед,Вставить перед,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-INSERT-AFTER,optimized,ring,small_button,Вставить после,Вставить после,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-MOVE-UP,optimized,ring,small_button,Поднять сегмент,Поднять сегмент,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-MOVE-DOWN,optimized,ring,small_button,Опустить сегмент,Опустить сегмент,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-SEAM-BADGE,optimized,ring,state_badge,Индикатор шва,Индикатор шва,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RING-MESSAGE-BAR,optimized,ring,message_bar,Локальная строка сообщений,Локальная строка сообщений,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-PLAN-VIEW,optimized,ring,canvas,План кольца,План кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-PLAN-LEGEND,optimized,ring,legend_panel,Легенда плана кольца,Легенда плана кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-LONG-PROFILE-VIEW,optimized,ring,chart,Продольный профиль,Продольный профиль,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-LONG-STATUS,optimized,ring,state_badge,Статус продольного профиля,Статус продольного профиля,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-CROSSFALL-VIEW,optimized,ring,chart_panel,Поперечный уклон,Поперечный уклон,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-SEAM-DIAGNOSTICS,optimized,ring,message_list,Диагностика замыкания,Диагностика замыкания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-CHECK-SEAM,optimized,ring,secondary_button,Проверить шов кольца,Проверить шов кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-EXPORT-SCENARIO,optimized,ring,secondary_button,Экспортировать сценарий,Экспортировать сценарий,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-BTN-ADD-TO-SUITE,optimized,ring,primary_button,Добавить в испытания,Добавить в испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-SUITE-LINK-SUMMARY,optimized,ring,summary_card,Сводка передачи в испытания,Сводка передачи в испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-EXPORT-ARTIFACTS,optimized,ring,summary_card,Сводка экспортированных файлов,Сводка экспортированных файлов,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-VALIDATION-SUMMARY,optimized,ring,summary_card,Сводка проверок,Сводка проверок,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-HELP-ANCHOR,optimized,ring,help_anchor,Локальный знак вопроса,Локальный знак вопроса,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RING-VALIDATION-STRIP,optimized,ring,validation_strip,Полоса валидации,Полоса валидации,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RING-UNITS-LEGEND,optimized,ring,units_legend,Легенда единиц измерения,Легенда единиц измерения,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-INS-SEGMENT-CARD,optimized,ring,inspector_card,Карточка выбранного сегмента,Карточка выбранного сегмента,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-INS-SEAM-CARD,optimized,ring,inspector_card,Карточка шва и экспорта,Карточка шва и экспорта,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
RG-INS-HELP-CARD,optimized,ring,inspector_card,Контекстная помощь по элементу,Контекстная помощь по элементу,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SCENARIO-NAME,optimized,ring,field_row,Название сценария,Название сценария,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-CLOSURE-POLICY,optimized,ring,field_row,Политика замыкания кольца,Политика замыкания кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-V0,optimized,ring,field_row,Начальная скорость прохождения,Начальная скорость прохождения,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-DX,optimized,ring,field_row,Шаг дискретизации дороги,Шаг дискретизации дороги,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-LAPS,optimized,ring,field_row,Количество кругов,Количество кругов,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SEED,optimized,ring,field_row,Код генератора случайности,Код генератора случайности,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-ROAD-WIDTH,optimized,ring,field_row,Ширина дороги,Ширина дороги,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-START-HEIGHT,optimized,ring,field_row,Высота дороги в начале кольца,Высота дороги в начале кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SHOV-THRESHOLD,optimized,ring,field_row,Порог допуска шва кольца,Порог допуска шва кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SEGMENT-ID,optimized,ring,field_row,Номер сегмента,Номер сегмента,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SEGMENT-LABEL,optimized,ring,field_row,Имя сегмента,Имя сегмента,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SEGMENT-ENABLED,optimized,ring,field_row,Сегмент включён,Сегмент включён,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SEGMENT-LENGTH,optimized,ring,field_row,Длина сегмента,Длина сегмента,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-TURN-DIRECTION,optimized,ring,field_row,Направление поворота,Направление поворота,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-TURN-RADIUS,optimized,ring,field_row,Радиус поворота,Радиус поворота,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-ARC-ANGLE,optimized,ring,field_row,Угол дуги,Угол дуги,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-END-HEIGHT,optimized,ring,field_row,Высота дороги в конце сегмента,Высота дороги в конце сегмента,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-CROSSFALL,optimized,ring,field_row,Поперечный уклон,Поперечный уклон,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SURFACE-TYPE,optimized,ring,field_row,Тип покрытия,Тип покрытия,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SURFACE-CLASS,optimized,ring,field_row,Класс шероховатости или профиль,Класс шероховатости или профиль,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SINE-AMPLITUDE,optimized,ring,field_row,Амплитуда синусоиды,Амплитуда синусоиды,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-SINE-WAVELENGTH,optimized,ring,field_row,Длина волны синусоиды,Длина волны синусоиды,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-PHASE-RIGHT,optimized,ring,field_row,Фаза правой колеи,Фаза правой колеи,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-RANDOM-PHASES,optimized,ring,field_row,Случайные фазы,Случайные фазы,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-TARGET-SPEED,optimized,ring,field_row,Целевая скорость прохождения,Целевая скорость прохождения,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
UI-RG-FLD-PASSAGE-MODE,optimized,ring,field_row,Режим прохождения сегмента,Режим прохождения сегмента,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-SUITE-NAME,optimized,suite,text_editor,Название набора испытаний,Название набора испытаний,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-BADGE-SOURCE-TRUTH,optimized,suite,badge,Источник сценарной истины: WS-RING,Источник сценарной истины: WS-RING,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-TXT-SUITE-COUNTS,optimized,suite,info_text,Счётчики строк и пригодности,Счётчики строк и пригодности,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-BTN-OPEN-RING,optimized,suite,secondary_button,Открыть редактор кольца,Открыть редактор кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FILTER-TYPE,optimized,suite,combo_box,Фильтр по типу испытания,Фильтр по типу испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FILTER-STAGE,optimized,suite,combo_box,Фильтр по стадии первого входа,Фильтр по стадии первого входа,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FILTER-VALIDATION,optimized,suite,combo_box,Фильтр по состоянию проверки,Фильтр по состоянию проверки,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FILTER-TEXT,optimized,suite,search_box,Поиск по имени испытания и сценарию,Поиск по имени испытания и сценарию,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-BTN-ADD-FROM-RING,optimized,suite,secondary_button,Добавить из редактора кольца,Добавить из редактора кольца,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-BTN-ADD-TEMPLATE,optimized,suite,secondary_button,Добавить шаблон испытания,Добавить шаблон испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-TABLE,optimized,suite,data_grid,Таблица испытаний,Таблица испытаний,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-ENABLED,optimized,suite,grid_column,Включено,Включено,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-NAME,optimized,suite,grid_column,Имя испытания,Имя испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-TYPE,optimized,suite,grid_column,Тип,Тип,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-SOURCE,optimized,suite,grid_column,Источник,Источник,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-STAGE,optimized,suite,grid_column,Стадия,Стадия,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-PRIORITY,optimized,suite,grid_column,Приоритет,Приоритет,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-DT,optimized,suite,grid_column,"Шаг, с","Шаг, с",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-TEND,optimized,suite,grid_column,"Длительность, с","Длительность, с",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-VALIDATION,optimized,suite,grid_column,Проверка,Проверка,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-STALE,optimized,suite,grid_column,Актуальность ссылки,Актуальность ссылки,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-COL-COST,optimized,suite,grid_column,"Стоимость, с","Стоимость, с",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-ROW-ACTIONS,optimized,suite,inline_actions,Действия строки,Действия строки,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-GRID-VSCROLL,optimized,suite,scrollbar_vertical,Вертикальная полоса прокрутки таблицы,Вертикальная полоса прокрутки таблицы,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-GRID-HSCROLL,optimized,suite,scrollbar_horizontal,Горизонтальная полоса прокрутки таблицы,Горизонтальная полоса прокрутки таблицы,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-CARD-SOURCE,optimized,suite,group_card,Карточка источника строки,Карточка источника строки,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-LBL-SCENARIO-NAME,optimized,suite,readonly_text,Название сценария-источника,Название сценария-источника,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-LBL-SOURCE-VERSION,optimized,suite,readonly_text,Версия экспорта сценария,Версия экспорта сценария,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-LBL-STALE-STATE,optimized,suite,readonly_text,Состояние актуальности ссылки,Состояние актуальности ссылки,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-BTN-OPEN-SOURCE,optimized,suite,secondary_button,Открыть источник в WS-RING,Открыть источник в WS-RING,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-BTN-REVEAL-ARTIFACTS,optimized,suite,secondary_button,Показать артефакты,Показать артефакты,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-BTN-REFRESH-LINK,optimized,suite,secondary_button,Обновить связь,Обновить связь,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-CARD-TIMING,optimized,suite,group_card,Карточка времени и порядка обработки,Карточка времени и порядка обработки,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TEST-NAME,optimized,suite,text_editor,Имя испытания,Имя испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TEST-ENABLED,optimized,suite,check_box,Включить испытание,Включить испытание,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TEST-TYPE,optimized,suite,combo_box,Тип испытания,Тип испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-STAGE-ENTRY,optimized,suite,integer_editor,Стадия первого входа,Стадия первого входа,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-PRIORITY,optimized,suite,integer_editor,Приоритет,Приоритет,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-DT,optimized,suite,numeric_editor,"Шаг интегрирования, секунды","Шаг интегрирования, секунды",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TEND,optimized,suite,numeric_editor,"Длительность испытания, секунды","Длительность испытания, секунды",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-CARD-TARGETS,optimized,suite,group_card,Карточка целевых ограничений,Карточка целевых ограничений,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TARGET-RMS,optimized,suite,numeric_editor,"Среднеквадратичное ускорение рамы, м/с²","Среднеквадратичное ускорение рамы, м/с²",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TARGET-CONTACT,optimized,suite,numeric_editor,"Доля потери контакта, доля единицы","Доля потери контакта, доля единицы",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TARGET-ROLL,optimized,suite,numeric_editor,"Пик крена, градусы","Пик крена, градусы",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TARGET-PITCH,optimized,suite,numeric_editor,"Пик тангажа, градусы","Пик тангажа, градусы",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TARGET-ENERGY,optimized,suite,numeric_editor,"Потери на дросселях, миллиджоули","Потери на дросселях, миллиджоули",none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-CARD-OVERRIDES,optimized,suite,group_card,Карточка локальных переопределений и файлов,Карточка локальных переопределений и файлов,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-PARAMS-REF,optimized,suite,path_editor,Ссылка на набор локальных переопределений параметров,Ссылка на набор локальных переопределений параметров,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-NOTE,optimized,suite,text_area,Примечание испытания,Примечание испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TEMPLATE-KIND,optimized,suite,combo_box,Вид шаблонного испытания,Вид шаблонного испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-TEMPLATE-PRESET,optimized,suite,combo_box,Готовый шаблон испытания,Готовый шаблон испытания,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-SCENARIO-JSON,optimized,suite,path_viewer,Файл сценария JSON,Файл сценария JSON,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-ROAD-CSV,optimized,suite,path_viewer,Файл дорожного профиля CSV,Файл дорожного профиля CSV,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-FLD-AXAY-CSV,optimized,suite,path_viewer,Файл режима движения CSV,Файл режима движения CSV,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
TS-SUMMARY-VSCROLL,optimized,suite,scrollbar_vertical,Вертикальная полоса прокрутки карточки,Вертикальная полоса прокрутки карточки,none,low,Подпись читается как предметная и не тащит лишнюю техническую семантику.,keep,5,0.0,0.0,0.0,low
