ID,TYPE,PRIMARY_FILE,TITLE,LINKS,STATUS
PAR-0183,PAR,PARAMETER_CATALOG.csv,Идентификатор distributed run,GRP-OPT-CONTRACT;OPT-FLD-RUN-ID-DIST,covered
PAR-0184,PAR,PARAMETER_CATALOG.csv,TTL устаревания,GRP-OPT-RUN;OPT-FLD-STALE-TTL,covered
PAR-0185,PAR,PARAMETER_CATALOG.csv,Логировать hypervolume,GRP-OPT-RUN;OPT-FLD-HV-LOG,covered
PAR-0186,PAR,PARAMETER_CATALOG.csv,Период экспорта,GRP-OPT-RUN;OPT-FLD-EXPORT-EVERY,covered
PAR-0187,PAR,PARAMETER_CATALOG.csv,Число начальных точек,GRP-OPT-RUN;OPT-FLD-N-INIT,covered
PAR-0188,PAR,PARAMETER_CATALOG.csv,Минимум feasible before qNEHVI,GRP-OPT-RUN;OPT-FLD-MIN-FEASIBLE,covered
PAR-0189,PAR,PARAMETER_CATALOG.csv,Число рестартов BoTorch,GRP-OPT-RUN;OPT-FLD-BOTORCH-RESTARTS,covered
PAR-0190,PAR,PARAMETER_CATALOG.csv,Raw samples BoTorch,GRP-OPT-RUN;OPT-FLD-BOTORCH-RAW-SAMPLES,covered
PAR-0191,PAR,PARAMETER_CATALOG.csv,Максимум итераций BoTorch,GRP-OPT-RUN;OPT-FLD-BOTORCH-MAXITER,covered
PAR-0192,PAR,PARAMETER_CATALOG.csv,Запас reference margin,GRP-OPT-RUN;OPT-FLD-BOTORCH-REF-MARGIN,covered
PAR-0193,PAR,PARAMETER_CATALOG.csv,Доля выполнения optimization,GRP-OPT-RUN;OPT-FLD-PROGRESS,covered
PAR-0194,PAR,PARAMETER_CATALOG.csv,Текущая стадия,GRP-OPT-RUN;OPT-FLD-CURRENT-STAGE,covered
PAR-0195,PAR,PARAMETER_CATALOG.csv,Прошло времени,GRP-OPT-RUN;OPT-FLD-ELAPSED,covered
PAR-0196,PAR,PARAMETER_CATALOG.csv,Строк текущей стадии,GRP-OPT-RUN;OPT-FLD-STAGE-ROWS,covered
PAR-0197,PAR,PARAMETER_CATALOG.csv,Суммарные строки результата,GRP-OPT-RUN;OPT-FLD-COMBINED-ROWS,covered
PAR-0198,PAR,PARAMETER_CATALOG.csv,Underfill стадии,GRP-OPT-RUN;OPT-FLD-UNDERFILL,covered
PAR-0199,PAR,PARAMETER_CATALOG.csv,Причины gate reject,GRP-OPT-CONTRACT;OPT-FLD-GATE-PREVIEW,covered
PAR-0200,PAR,PARAMETER_CATALOG.csv,Причины promotion block,GRP-OPT-RUN;OPT-FLD-PROMO-PREVIEW,covered
PAR-0201,PAR,PARAMETER_CATALOG.csv,Выбранный run в истории,GRP-OPT-RUN;OPT-FLD-SELECTED-RUN,covered
PAR-0202,PAR,PARAMETER_CATALOG.csv,Режим выбранного run,GRP-OPT-RUN;OPT-FLD-SELECTED-RUN-MODE,covered
PAR-0203,PAR,PARAMETER_CATALOG.csv,Hash выбранного objective contract,GRP-OPT-CONTRACT;OPT-FLD-SELECTED-OBJECTIVE-HASH,covered_partially
PAR-0204,PAR,PARAMETER_CATALOG.csv,Несовпадение hard gate,GRP-OPT-CONTRACT;OPT-FLD-HARD-GATE-MISMATCH,covered
PAR-0205,PAR,PARAMETER_CATALOG.csv,Несовпадение objective contract,GRP-OPT-CONTRACT;OPT-FLD-CONTRACT-MISMATCH,covered
PAR-0206,PAR,PARAMETER_CATALOG.csv,Готовность передачи в анализ,GRP-OPT-RUN;OPT-FLD-ANALYSIS-READY,covered
PAR-0207,PAR,PARAMETER_CATALOG.csv,Готовность передачи в аниматор,GRP-OPT-RUN;OPT-FLD-ANIMATOR-READY,covered
PAR-0208,PAR,PARAMETER_CATALOG.csv,Готовность диагностики,GRP-OPT-RUN;OPT-FLD-DIAG-READY,covered
PAR-0209,PAR,PARAMETER_CATALOG.csv,Идентификатор выбранного прогона,GRP-ANALYSIS;AN-FLD-RUN-ID,covered
PAR-0210,PAR,PARAMETER_CATALOG.csv,Hash контракта прогона,GRP-ANALYSIS;AN-FLD-RUN-CONTRACT-HASH,covered_partially
PAR-0211,PAR,PARAMETER_CATALOG.csv,Режим оптимизации прогона,GRP-ANALYSIS;AN-FLD-RUN-MODE,covered
PAR-0212,PAR,PARAMETER_CATALOG.csv,Состояние прогона,GRP-ANALYSIS;AN-FLD-RUN-STATUS,covered
PAR-0213,PAR,PARAMETER_CATALOG.csv,"Время запуска, UTC",GRP-ANALYSIS;AN-FLD-RUN-START,covered
PAR-0214,PAR,PARAMETER_CATALOG.csv,"Время завершения, UTC",GRP-ANALYSIS;AN-FLD-RUN-END,covered
PAR-0215,PAR,PARAMETER_CATALOG.csv,Hash active baseline,GRP-ANALYSIS;AN-FLD-BASELINE-HASH,covered_partially
PAR-0216,PAR,PARAMETER_CATALOG.csv,Hash objective contract,GRP-ANALYSIS;AN-FLD-OBJECTIVE-HASH,covered_partially
PAR-0217,PAR,PARAMETER_CATALOG.csv,Hash validated suite snapshot,GRP-ANALYSIS;AN-FLD-SNAPSHOT-HASH,covered_partially
PAR-0218,PAR,PARAMETER_CATALOG.csv,Жёсткое ограничение,GRP-ANALYSIS;AN-FLD-HARD-GATE-KEY,covered
PAR-0219,PAR,PARAMETER_CATALOG.csv,Порог жёсткого ограничения,GRP-ANALYSIS;AN-FLD-HARD-GATE-TOL,covered
PAR-0220,PAR,PARAMETER_CATALOG.csv,Ссылка на лучший кандидат,GRP-ANALYSIS;AN-FLD-BEST-CANDIDATE-REF,covered
PAR-0221,PAR,PARAMETER_CATALOG.csv,Каталог артефактов run,GRP-ANALYSIS;AN-FLD-RESULTS-ARTIFACT-DIR,covered
PAR-0222,PAR,PARAMETER_CATALOG.csv,Идентификатор compare contract,GRP-ANALYSIS;AN-FLD-COMPARE-CONTRACT-ID,covered
PAR-0223,PAR,PARAMETER_CATALOG.csv,Режим сравнения,GRP-ANALYSIS;AN-FLD-COMPARE-MODE,covered
PAR-0224,PAR,PARAMETER_CATALOG.csv,Левый источник сравнения,GRP-ANALYSIS;AN-FLD-COMPARE-LEFT-REF,covered
PAR-0225,PAR,PARAMETER_CATALOG.csv,Правый источник сравнения,GRP-ANALYSIS;AN-FLD-COMPARE-RIGHT-REF,covered
PAR-0226,PAR,PARAMETER_CATALOG.csv,Выбранные испытания,GRP-ANALYSIS;AN-FLD-SELECTED-TESTS,covered
PAR-0227,PAR,PARAMETER_CATALOG.csv,Выбранные сегменты,GRP-ANALYSIS;AN-FLD-SELECTED-SEGMENTS,covered
PAR-0228,PAR,PARAMETER_CATALOG.csv,Выбранные показатели,GRP-ANALYSIS;AN-FLD-SELECTED-METRICS,covered
PAR-0229,PAR,PARAMETER_CATALOG.csv,Профиль единиц,GRP-ANALYSIS;AN-FLD-UNIT-PROFILE,covered
PAR-0230,PAR,PARAMETER_CATALOG.csv,Режим выравнивания сравнения,GRP-ANALYSIS;AN-FLD-ALIGNMENT-MODE,covered
PAR-0231,PAR,PARAMETER_CATALOG.csv,Политика mismatch,GRP-ANALYSIS;AN-FLD-MISMATCH-POLICY,covered
PAR-0232,PAR,PARAMETER_CATALOG.csv,Preset графика,GRP-ANALYSIS;AN-FLD-CHART-PRESET,covered
PAR-0233,PAR,PARAMETER_CATALOG.csv,Ось X,GRP-ANALYSIS;AN-FLD-XAXIS-MODE,covered
PAR-0234,PAR,PARAMETER_CATALOG.csv,Нормализация,GRP-ANALYSIS;AN-FLD-NORMALIZATION-MODE,covered
PAR-0235,PAR,PARAMETER_CATALOG.csv,Начало окна времени,GRP-ANALYSIS;AN-FLD-TIME-START-S,covered
PAR-0236,PAR,PARAMETER_CATALOG.csv,Конец окна времени,GRP-ANALYSIS;AN-FLD-TIME-END-S,covered
PAR-0237,PAR,PARAMETER_CATALOG.csv,Показывать единицы измерения,GRP-ANALYSIS;AN-FLD-SHOW-UNITS,covered
PAR-0238,PAR,PARAMETER_CATALOG.csv,Показывать baseline,GRP-ANALYSIS;AN-FLD-SHOW-BASELINE,covered
PAR-0239,PAR,PARAMETER_CATALOG.csv,Только проблемные run,GRP-ANALYSIS;AN-FLD-FAILED-ONLY,covered
PAR-0240,PAR,PARAMETER_CATALOG.csv,Только продвинутые кандидаты,GRP-ANALYSIS;AN-FLD-PROMOTED-ONLY,covered
PAR-0241,PAR,PARAMETER_CATALOG.csv,Суммарный штраф физичности,GRP-ANALYSIS;AN-FLD-RESULTS-PENALTY,covered
PAR-0242,PAR,PARAMETER_CATALOG.csv,"Комфорт, среднеквадратичное ускорение рамы",GRP-ANALYSIS;AN-FLD-RESULTS-COMFORT,covered
PAR-0243,PAR,PARAMETER_CATALOG.csv,"Боковая реакция, proxy по крену",GRP-ANALYSIS;AN-FLD-RESULTS-ROLL,covered
PAR-0244,PAR,PARAMETER_CATALOG.csv,Энергия дросселирования,GRP-ANALYSIS;AN-FLD-RESULTS-ENERGY,covered
PAR-0245,PAR,PARAMETER_CATALOG.csv,Таблица по испытаниям,GRP-ANALYSIS;AN-FLD-PER-TEST-METRICS,covered
PAR-0246,PAR,PARAMETER_CATALOG.csv,Таблица артефактов,GRP-ANALYSIS;AN-FLD-ARTIFACT-TABLE,covered
PAR-0247,PAR,PARAMETER_CATALOG.csv,Идентификатор сценария,GRP-ANALYSIS;AN-FLD-SCENARIO-ID,covered
PAR-0248,PAR,PARAMETER_CATALOG.csv,Идентификатор сегмента,GRP-ANALYSIS;AN-FLD-SEGMENT-ID,covered
PAR-0249,PAR,PARAMETER_CATALOG.csv,Имя сегмента,GRP-ANALYSIS;AN-FLD-SEGMENT-NAME,covered
PAR-0250,PAR,PARAMETER_CATALOG.csv,Покрытие сегмента,GRP-ANALYSIS;AN-FLD-SEGMENT-SURFACE,covered
PAR-0251,PAR,PARAMETER_CATALOG.csv,Манёвр сегмента,GRP-ANALYSIS;AN-FLD-SEGMENT-MANEUVER,covered
PAR-0252,PAR,PARAMETER_CATALOG.csv,Радиус сегмента,GRP-ANALYSIS;AN-FLD-SEGMENT-RADIUS-M,covered
PAR-0253,PAR,PARAMETER_CATALOG.csv,Целевая скорость прохождения,GRP-ANALYSIS;AN-FLD-SEGMENT-SPEED-KMH,covered
PAR-0254,PAR,PARAMETER_CATALOG.csv,Mismatch сегмента,GRP-ANALYSIS;AN-FLD-SEGMENT-MISMATCH,covered
PAR-0255,PAR,PARAMETER_CATALOG.csv,Идентификатор export,GRP-ANALYSIS;AN-FLD-EXPORT-ID,covered
PAR-0256,PAR,PARAMETER_CATALOG.csv,Формат экспорта,GRP-ANALYSIS;AN-FLD-EXPORT-FORMAT,covered
PAR-0257,PAR,PARAMETER_CATALOG.csv,Область отчёта,GRP-ANALYSIS;AN-FLD-EXPORT-SCOPE,covered
PAR-0258,PAR,PARAMETER_CATALOG.csv,Включённые артефакты,GRP-ANALYSIS;AN-FLD-INCLUDED-ARTIFACTS,covered
PAR-0259,PAR,PARAMETER_CATALOG.csv,Исключённые артефакты,GRP-ANALYSIS;AN-FLD-EXCLUDED-ARTIFACTS,covered
PAR-0260,PAR,PARAMETER_CATALOG.csv,Handoff в аниматор,GRP-ANALYSIS;AN-FLD-ANIMATOR-HANDOFF,covered
PAR-0261,PAR,PARAMETER_CATALOG.csv,Handoff в диагностику,GRP-ANALYSIS;AN-FLD-DIAGNOSTICS-HANDOFF,covered
PAR-0262,PAR,PARAMETER_CATALOG.csv,Сводка contract drift,GRP-ANALYSIS;AN-FLD-CONTRACT-MISMATCH-SUMMARY,covered
PAR-0263,PAR,PARAMETER_CATALOG.csv,Отсутствующие optional artifacts,GRP-ANALYSIS;AN-FLD-OPTIONAL-MISSING,covered
PAR-0264,PAR,PARAMETER_CATALOG.csv,Ключ сортировки таблицы,GRP-ANALYSIS;AN-FLD-TABLE-SORT-KEY,covered
PAR-0265,PAR,PARAMETER_CATALOG.csv,Порядок сортировки,GRP-ANALYSIS;AN-FLD-TABLE-SORT-ORDER,covered
PAR-0266,PAR,PARAMETER_CATALOG.csv,Профиль выравнивания,GRP-ANALYSIS;AN-FLD-COMPARE-ALIGNMENT-PROFILE,covered
PAR-0267,PAR,PARAMETER_CATALOG.csv,Время построения результатов,GRP-ANALYSIS;AN-FLD-RESULTS-SOURCE-TIMESTAMP,covered
PAR-0268,PAR,PARAMETER_CATALOG.csv,Источник результатов,GRP-ANALYSIS;AN-FLD-RESULTS-SOURCE-KIND,covered
PAR-0269,PAR,PARAMETER_CATALOG.csv,Единица показателя,GRP-ANALYSIS;AN-FLD-METRIC-UNIT,covered
PAR-0270,PAR,PARAMETER_CATALOG.csv,Описание показателя,GRP-ANALYSIS;AN-FLD-METRIC-DESCRIPTION,covered
PAR-0271,PAR,PARAMETER_CATALOG.csv,Идентификатор выбранного прогона,GRP-ANIMATOR;AM-FLD-RUN-ID,covered
PAR-0272,PAR,PARAMETER_CATALOG.csv,Hash контракта выбранного прогона,GRP-ANIMATOR;AM-FLD-RUN-CONTRACT-HASH,covered_partially
PAR-0273,PAR,PARAMETER_CATALOG.csv,Режим оптимизации прогона,GRP-ANIMATOR;AM-FLD-RUN-MODE,covered
PAR-0274,PAR,PARAMETER_CATALOG.csv,Hash baseline-контракта,GRP-ANIMATOR;AM-FLD-BASELINE-HASH,covered_partially
PAR-0275,PAR,PARAMETER_CATALOG.csv,Hash контракта целевых показателей,GRP-ANIMATOR;AM-FLD-OBJECTIVE-HASH,covered_partially
PAR-0276,PAR,PARAMETER_CATALOG.csv,Hash validated snapshot набора испытаний,GRP-ANIMATOR;AM-FLD-SUITE-SNAPSHOT-HASH,covered_partially
PAR-0277,PAR,PARAMETER_CATALOG.csv,Идентификатор compare contract,GRP-ANIMATOR;AM-FLD-COMPARE-CONTRACT-ID,covered
PAR-0278,PAR,PARAMETER_CATALOG.csv,Режим сравнения,GRP-ANIMATOR;AM-FLD-COMPARE-MODE,covered
PAR-0279,PAR,PARAMETER_CATALOG.csv,Идентификатор выбранного испытания,GRP-ANIMATOR;AM-FLD-SELECTED-TEST-ID,covered
PAR-0280,PAR,PARAMETER_CATALOG.csv,Идентификатор выбранного сегмента,GRP-ANIMATOR;AM-FLD-SELECTED-SEGMENT-ID,covered
PAR-0281,PAR,PARAMETER_CATALOG.csv,Тип выбранного объекта,GRP-ANIMATOR;AM-FLD-SELECTED-OBJECT-KIND,covered
PAR-0282,PAR,PARAMETER_CATALOG.csv,Идентификатор выбранного объекта,GRP-ANIMATOR;AM-FLD-SELECTED-OBJECT-ID,covered
PAR-0283,PAR,PARAMETER_CATALOG.csv,Путь к артефакту анимации,GRP-ANIMATOR;AM-FLD-RESULT-ARTIFACT-PATH,covered
PAR-0284,PAR,PARAMETER_CATALOG.csv,Путь к evidence manifest,GRP-ANIMATOR;AM-FLD-EVIDENCE-MANIFEST-PATH,covered
PAR-0285,PAR,PARAMETER_CATALOG.csv,Путь к hardpoints source-of-truth,GRP-ANIMATOR;AM-FLD-HARDPOINTS-PATH,covered_partially
PAR-0286,PAR,PARAMETER_CATALOG.csv,Путь к packaging passport,GRP-ANIMATOR;AM-FLD-PACKAGING-PATH,covered_partially
PAR-0287,PAR,PARAMETER_CATALOG.csv,Путь к metadata сегментов дороги,GRP-ANIMATOR;AM-FLD-ROAD-SEGMENTS-PATH,covered
PAR-0288,PAR,PARAMETER_CATALOG.csv,Состояние проигрывания,GRP-ANIMATOR;AM-FLD-PLAYING-STATE,covered
PAR-0289,PAR,PARAMETER_CATALOG.csv,"Текущее время проигрывания, секунды",GRP-ANIMATOR;AM-FLD-SAMPLED-TIME-SEC,covered
PAR-0290,PAR,PARAMETER_CATALOG.csv,"Шаг исходной временной сетки, секунды",GRP-ANIMATOR;AM-FLD-SOURCE-TIME-STEP-SEC,covered
PAR-0291,PAR,PARAMETER_CATALOG.csv,Индекс исходной строки источника,GRP-ANIMATOR;AM-FLD-SOURCE-ROW-INDEX,covered
PAR-0292,PAR,PARAMETER_CATALOG.csv,Режим интерполяции,GRP-ANIMATOR;AM-FLD-INTERPOLATION-MODE,covered
PAR-0293,PAR,PARAMETER_CATALOG.csv,"Скорость проигрывания, множитель",GRP-ANIMATOR;AM-FLD-PLAYBACK-SPEED-MULTIPLIER,covered
PAR-0294,PAR,PARAMETER_CATALOG.csv,Режим циклического проигрывания,GRP-ANIMATOR;AM-FLD-LOOP-MODE,covered
PAR-0295,PAR,PARAMETER_CATALOG.csv,Предустановленный вид камеры,GRP-ANIMATOR;AM-FLD-VIEW-PRESET,covered
PAR-0296,PAR,PARAMETER_CATALOG.csv,Режим проекции камеры,GRP-ANIMATOR;AM-FLD-PROJECTION-MODE,covered
PAR-0297,PAR,PARAMETER_CATALOG.csv,Следовать за выбранным объектом,GRP-ANIMATOR;AM-FLD-FOLLOW-SELECTION,covered
PAR-0298,PAR,PARAMETER_CATALOG.csv,Показывать сетку,GRP-ANIMATOR;AM-FLD-GRID-VISIBLE,covered
PAR-0299,PAR,PARAMETER_CATALOG.csv,Показывать фоновую плоскость земли,GRP-ANIMATOR;AM-FLD-GROUND-PLANE-VISIBLE,covered
PAR-0300,PAR,PARAMETER_CATALOG.csv,Глобальный truth mode аниматора,GRP-ANIMATOR;AM-FLD-TRUTH-MODE,covered
PAR-0301,PAR,PARAMETER_CATALOG.csv,Truth mode дороги,GRP-ANIMATOR;AM-FLD-ROAD-TRUTH-MODE,covered
PAR-0302,PAR,PARAMETER_CATALOG.csv,Truth mode подвески,GRP-ANIMATOR;AM-FLD-SUSPENSION-TRUTH-MODE,covered
PAR-0303,PAR,PARAMETER_CATALOG.csv,Truth mode выбранного цилиндра,GRP-ANIMATOR;AM-FLD-CYLINDER-TRUTH-MODE,covered
PAR-0304,PAR,PARAMETER_CATALOG.csv,Список отсутствующих контрактов,GRP-ANIMATOR;AM-FLD-MISSING-CONTRACTS,covered_partially
PAR-0305,PAR,PARAMETER_CATALOG.csv,Текст предупреждения truthful/degraded режима,GRP-ANIMATOR;AM-FLD-TRUTH-WARNING-TEXT,covered
PAR-0306,PAR,PARAMETER_CATALOG.csv,Название сегмента,GRP-ANIMATOR;AM-FLD-SEGMENT-NAME,covered
PAR-0307,PAR,PARAMETER_CATALOG.csv,Направление поворота сегмента,GRP-ANIMATOR;AM-FLD-SEGMENT-TURN-DIRECTION,covered
PAR-0308,PAR,PARAMETER_CATALOG.csv,Тип покрытия сегмента,GRP-ANIMATOR;AM-FLD-SEGMENT-SURFACE-TYPE,covered
PAR-0309,PAR,PARAMETER_CATALOG.csv,"Радиус сегмента, метры",GRP-ANIMATOR;AM-FLD-SEGMENT-RADIUS-M,covered
PAR-0310,PAR,PARAMETER_CATALOG.csv,"Целевая скорость сегмента, километры в час",GRP-ANIMATOR;AM-FLD-SEGMENT-SPEED-KMH,covered
PAR-0311,PAR,PARAMETER_CATALOG.csv,"Поперечный уклон сегмента, градусы",GRP-ANIMATOR;AM-FLD-SEGMENT-CROSS-SLOPE-DEG,covered
PAR-0312,PAR,PARAMETER_CATALOG.csv,"Высота дороги в конце сегмента, метры",GRP-ANIMATOR;AM-FLD-SEGMENT-END-HEIGHT-M,covered
PAR-0313,PAR,PARAMETER_CATALOG.csv,Идентификатор hardpoint,GRP-ANIMATOR;AM-FLD-HARDPOINT-LABEL,covered_partially
PAR-0314,PAR,PARAMETER_CATALOG.csv,"Координата X hardpoint, миллиметры",GRP-ANIMATOR;AM-FLD-HARDPOINT-X-MM,covered_partially
PAR-0315,PAR,PARAMETER_CATALOG.csv,"Координата Y hardpoint, миллиметры",GRP-ANIMATOR;AM-FLD-HARDPOINT-Y-MM,covered_partially
PAR-0316,PAR,PARAMETER_CATALOG.csv,"Координата Z hardpoint, миллиметры",GRP-ANIMATOR;AM-FLD-HARDPOINT-Z-MM,covered_partially
PAR-0317,PAR,PARAMETER_CATALOG.csv,"Длина корпуса цилиндра, миллиметры",GRP-ANIMATOR;AM-FLD-CYL-BODY-LENGTH-MM,covered
PAR-0318,PAR,PARAMETER_CATALOG.csv,"Ход цилиндра, миллиметры",GRP-ANIMATOR;AM-FLD-CYL-STROKE-MM,covered
PAR-0319,PAR,PARAMETER_CATALOG.csv,"Длина штока до шарнира, миллиметры",GRP-ANIMATOR;AM-FLD-CYL-ROD-EYE-LENGTH-MM,covered
PAR-0320,PAR,PARAMETER_CATALOG.csv,"Монтажная длина в убранном положении, миллиметры",GRP-ANIMATOR;AM-FLD-CYL-RETRACTED-MOUNT-LENGTH-MM,covered
PAR-0321,PAR,PARAMETER_CATALOG.csv,"Монтажная длина в выдвинутом положении, миллиметры",GRP-ANIMATOR;AM-FLD-CYL-EXTENDED-MOUNT-LENGTH-MM,covered
PAR-0322,PAR,PARAMETER_CATALOG.csv,"Минимальный упаковочный зазор, миллиметры",GRP-ANIMATOR;AM-FLD-CYL-PACKAGING-CLEARANCE-MM,covered
PAR-0323,PAR,PARAMETER_CATALOG.csv,Причина axis-only режима,GRP-ANIMATOR;AM-FLD-CYL-AXIS-ONLY-REASON,covered
PAR-0324,PAR,PARAMETER_CATALOG.csv,"Прозрачность ghost overlay, доля единицы",GRP-ANIMATOR;AM-FLD-COMPARE-GHOST-ALPHA,covered
PAR-0325,PAR,PARAMETER_CATALOG.csv,Текст несоответствия compare contract,GRP-ANIMATOR;AM-FLD-COMPARE-MISMATCH-TEXT,covered
PAR-0326,PAR,PARAMETER_CATALOG.csv,Идентификатор evidence manifest,GRP-ANIMATOR;AM-FLD-EVIDENCE-MANIFEST-ID,covered
PAR-0327,PAR,PARAMETER_CATALOG.csv,Путь к последнему bundle диагностики,GRP-ANIMATOR;AM-FLD-DIAGNOSTICS-BUNDLE-PATH,covered
PAR-0328,PAR,PARAMETER_CATALOG.csv,Путь к manifest экспорта кадров,GRP-ANIMATOR;AM-FLD-CAPTURE-EXPORT-PATH,covered
PAR-0329,PAR,PARAMETER_CATALOG.csv,Формат экспорта кадра,GRP-ANIMATOR;AM-FLD-EXPORT-FORMAT,covered
PAR-0330,PAR,PARAMETER_CATALOG.csv,Строка состояния аниматора,GRP-ANIMATOR;AM-FLD-STATUS-TEXT,covered
PAR-0331,PAR,PARAMETER_CATALOG.csv,"Бюджет перерисовки, кадров в секунду",GRP-ANIMATOR;AM-FLD-FPS-BUDGET-HZ,covered
PAR-0332,PAR,PARAMETER_CATALOG.csv,"Частота исходной сетки, кадров в секунду",GRP-ANIMATOR;AM-FLD-SOURCE-FPS-HZ,covered
PAR-0333,PAR,PARAMETER_CATALOG.csv,"Время последнего экспортированного кадра, секунды",GRP-ANIMATOR;AM-FLD-LAST-CAPTURE-TIME-SEC,covered
PAR-0334,PAR,PARAMETER_CATALOG.csv,Имя закладки камеры,GRP-ANIMATOR;AM-FLD-CAMERA-BOOKMARK-NAME,covered
PAR-0335,PAR,PARAMETER_CATALOG.csv,Путь выбранного объекта в дереве,GRP-ANIMATOR;AM-FLD-SELECTION-PATH,covered
PAR-0336,PAR,PARAMETER_CATALOG.csv,Пояснение по выбранному объекту,GRP-ANIMATOR;AM-FLD-OBJECT-NOTE,covered
PAR-0337,PAR,PARAMETER_CATALOG.csv,Домашний вид определён,GRP-ANIMATOR;AM-FLD-HOME-VIEW-DEFINED,covered
PAR-0338,PAR,PARAMETER_CATALOG.csv,Набор включённых overlay,GRP-ANIMATOR;AM-FLD-OVERLAY-SET,covered
PAR-0339,PAR,PARAMETER_CATALOG.csv,Идентификатор прогона,GRP-DIAGNOSTICS;DI-FLD-RUN-ID,covered
PAR-0340,PAR,PARAMETER_CATALOG.csv,Hash контракта прогона,GRP-DIAGNOSTICS;DI-FLD-RUN-CONTRACT-HASH,covered_partially
PAR-0341,PAR,PARAMETER_CATALOG.csv,Hash objective contract,GRP-DIAGNOSTICS;DI-FLD-OBJECTIVE-HASH,covered_partially
PAR-0342,PAR,PARAMETER_CATALOG.csv,Hash active baseline,GRP-DIAGNOSTICS;DI-FLD-BASELINE-HASH,covered_partially
PAR-0343,PAR,PARAMETER_CATALOG.csv,Hash validated suite snapshot,GRP-DIAGNOSTICS;DI-FLD-SUITE-SNAPSHOT-HASH,covered_partially
PAR-0344,PAR,PARAMETER_CATALOG.csv,Идентификатор evidence manifest,GRP-DIAGNOSTICS;DI-FLD-EVIDENCE-MANIFEST-ID,covered
PAR-0345,PAR,PARAMETER_CATALOG.csv,Количество source artifacts,GRP-DIAGNOSTICS;DI-FLD-EVIDENCE-SOURCE-COUNT,covered
PAR-0346,PAR,PARAMETER_CATALOG.csv,Количество derived artifacts,GRP-DIAGNOSTICS;DI-FLD-EVIDENCE-DERIVED-COUNT,covered
PAR-0347,PAR,PARAMETER_CATALOG.csv,Количество runtime artifacts,GRP-DIAGNOSTICS;DI-FLD-EVIDENCE-RUNTIME-COUNT,covered
PAR-0348,PAR,PARAMETER_CATALOG.csv,Количество truth warnings,GRP-DIAGNOSTICS;DI-FLD-TRUTH-WARNING-COUNT,covered
PAR-0349,PAR,PARAMETER_CATALOG.csv,Количество пропущенных артефактов,GRP-DIAGNOSTICS;DI-FLD-MISSING-ARTIFACT-COUNT,covered
PAR-0350,PAR,PARAMETER_CATALOG.csv,Режим bundle,GRP-DIAGNOSTICS;DI-FLD-BUNDLE-MODE,covered
PAR-0351,PAR,PARAMETER_CATALOG.csv,Идентификатор bundle,GRP-DIAGNOSTICS;DI-FLD-BUNDLE-ID,covered
PAR-0352,PAR,PARAMETER_CATALOG.csv,Фаза сборки,GRP-DIAGNOSTICS;DI-FLD-BUILD-PHASE,covered
PAR-0353,PAR,PARAMETER_CATALOG.csv,Ход сборки,GRP-DIAGNOSTICS;DI-FLD-BUILD-PROGRESS,covered
PAR-0354,PAR,PARAMETER_CATALOG.csv,Текст ошибки сборки,GRP-DIAGNOSTICS;DI-FLD-BUILD-ERROR-TEXT,covered
PAR-0355,PAR,PARAMETER_CATALOG.csv,Путь к последнему bundle,GRP-DIAGNOSTICS;DI-FLD-LATEST-BUNDLE-PATH,covered
PAR-0356,PAR,PARAMETER_CATALOG.csv,SHA256 последнего bundle,GRP-DIAGNOSTICS;DI-FLD-LATEST-BUNDLE-SHA256,covered
PAR-0357,PAR,PARAMETER_CATALOG.csv,Размер последнего bundle,GRP-DIAGNOSTICS;DI-FLD-LATEST-BUNDLE-SIZE,covered
PAR-0358,PAR,PARAMETER_CATALOG.csv,Время создания последнего bundle,GRP-DIAGNOSTICS;DI-FLD-LATEST-BUNDLE-CREATED-UTC,covered
PAR-0359,PAR,PARAMETER_CATALOG.csv,Свежесть последнего bundle,GRP-DIAGNOSTICS;DI-FLD-LATEST-BUNDLE-FRESHNESS,covered
PAR-0360,PAR,PARAMETER_CATALOG.csv,Статус health report,GRP-DIAGNOSTICS;DI-FLD-HEALTH-STATUS,covered
PAR-0361,PAR,PARAMETER_CATALOG.csv,Статус triage,GRP-DIAGNOSTICS;DI-FLD-TRIAGE-STATUS,covered
PAR-0362,PAR,PARAMETER_CATALOG.csv,Статус geometry acceptance,GRP-DIAGNOSTICS;DI-FLD-GEOMETRY-ACCEPTANCE-STATUS,covered
PAR-0363,PAR,PARAMETER_CATALOG.csv,Статус export validation,GRP-DIAGNOSTICS;DI-FLD-EXPORT-VALIDATION-STATUS,covered
PAR-0364,PAR,PARAMETER_CATALOG.csv,Статус standard selfcheck,GRP-DIAGNOSTICS;DI-FLD-SELFCHECK-STANDARD-STATUS,covered
PAR-0365,PAR,PARAMETER_CATALOG.csv,Статус full selfcheck,GRP-DIAGNOSTICS;DI-FLD-SELFCHECK-FULL-STATUS,covered
PAR-0366,PAR,PARAMETER_CATALOG.csv,Статус workspace contract,GRP-DIAGNOSTICS;DI-FLD-WORKSPACE-CONTRACT-STATUS,covered
PAR-0367,PAR,PARAMETER_CATALOG.csv,Фактический python executable,GRP-DIAGNOSTICS;DI-FLD-PYTHON-EXECUTABLE,covered
