id,automation_id,название,тип,регион,прямоугольник_в_базовом_окне,tooltip_id,help_id,назначение,узел_пайплайна,видимость,доступность,клавиша_доступа,tab_index,workspace_owner,горячая_клавиша
RG-LONG-PROFILE-VIEW,RG-LONG-PROFILE-VIEW,Продольный профиль,chart,редактор_кольца,"{""x"": {""значение"": 654, ""единица"": ""px""}, ""y"": {""значение"": 668, ""единица"": ""px""}, ""ширина"": {""значение"": 574, ""единица"": ""px""}, ""высота"": {""значение"": 244, ""единица"": ""px""}}",TT-RG-LONG-PROFILE-VIEW,HELP-RG-LONG-PROFILE-VIEW,Высота дороги по длине.,OPT-03,,,,,WS-RING,
RG-CROSSFALL-VIEW,RG-CROSSFALL-VIEW,Поперечный уклон и шов,chart_panel,редактор_кольца,"{""x"": {""значение"": 1244, ""единица"": ""px""}, ""y"": {""значение"": 668, ""единица"": ""px""}, ""ширина"": {""значение"": 294, ""единица"": ""px""}, ""высота"": {""значение"": 244, ""единица"": ""px""}}",TT-RG-CROSSFALL-VIEW,HELP-RG-CROSSFALL-VIEW,Поперечный уклон и локальная диагностика шва.,OPT-03,,,,,WS-RING,
RG-SEAM-DIAGNOSTICS,RG-SEAM-DIAGNOSTICS,Диагностика замыкания,message_list,редактор_кольца,"{""x"": {""значение"": 654, ""единица"": ""px""}, ""y"": {""значение"": 924, ""единица"": ""px""}, ""ширина"": {""значение"": 620, ""единица"": ""px""}, ""высота"": {""значение"": 96, ""единица"": ""px""}}",TT-RG-SEAM-DIAGNOSTICS,HELP-RG-SEAM-DIAGNOSTICS,Ошибки и предупреждения замыкания кольца.,OPT-17,,,,,WS-RING,
RG-BTN-GENERATE-PREVIEW,RG-BTN-GENERATE-PREVIEW,Сгенерировать предварительный просмотр,secondary_button,редактор_кольца,"{""x"": {""значение"": 1290, ""единица"": ""px""}, ""y"": {""значение"": 940, ""единица"": ""px""}, ""ширина"": {""значение"": 248, ""единица"": ""px""}, ""высота"": {""значение"": 36, ""единица"": ""px""}}",TT-RG-BTN-GENERATE-PREVIEW,HELP-RG-BTN-GENERATE-PREVIEW,Собрать превью road_csv и scenario_json без добавления в испытания.,OPT-03,,,,,WS-RING,
RG-BTN-ADD-TO-SUITE,RG-BTN-ADD-TO-SUITE,Добавить в испытания,primary_button,редактор_кольца,"{""x"": {""значение"": 1290, ""единица"": ""px""}, ""y"": {""значение"": 984, ""единица"": ""px""}, ""ширина"": {""значение"": 248, ""единица"": ""px""}, ""высота"": {""значение"": 36, ""единица"": ""px""}}",TT-RG-BTN-ADD-TO-SUITE,HELP-RG-BTN-ADD-TO-SUITE,Подтверждённо добавить сценарий в матрицу испытаний.,OPT-04,,,,,WS-RING,
TS-FILTER-TYPE,TS-FILTER-TYPE,Фильтр по типу испытания,combo_box,матрица_испытаний,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-TS-FILTER-TYPE,HELP-TS-FILTER-TYPE,Фильтрует строки по типу испытания.,OPT-04,,,,,WS-SUITE,
TS-FILTER-STAGE,TS-FILTER-STAGE,Фильтр по стадии,combo_box,матрица_испытаний,"{""x"": {""значение"": 566, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-TS-FILTER-STAGE,HELP-TS-FILTER-STAGE,Фильтрует строки по стадии первого входа.,OPT-04,,,,,WS-SUITE,
TS-FILTER-TEXT,TS-FILTER-TEXT,Поиск испытания,search_box,матрица_испытаний,"{""x"": {""значение"": 798, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 320, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-TS-FILTER-TEXT,HELP-TS-FILTER-TEXT,Поиск по имени испытания и связанному сценарию.,OPT-04,,,,,WS-SUITE,
TS-BTN-ADD-FROM-RING,TS-BTN-ADD-FROM-RING,Добавить из редактора кольца,secondary_button,матрица_испытаний,"{""x"": {""значение"": 1134, ""единица"": ""px""}, ""y"": {""значение"": 76, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-TS-BTN-ADD-FROM-RING,HELP-TS-BTN-ADD-FROM-RING,Добавляет сценарий из редактора кольца.,OPT-03,,,,,WS-SUITE,
TS-BTN-ADD-TEMPLATE,TS-BTN-ADD-TEMPLATE,Добавить шаблон испытания,secondary_button,матрица_испытаний,"{""x"": {""значение"": 1366, ""единица"": ""px""}, ""y"": {""значение"": 76, ""единица"": ""px""}, ""ширина"": {""значение"": 172, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-TS-BTN-ADD-TEMPLATE,HELP-TS-BTN-ADD-TEMPLATE,"Добавляет испытание без дорожного сценария: inertia, bump и другие шаблоны.",OPT-04,,,,,WS-SUITE,
TS-TABLE,TS-TABLE,Таблица испытаний,data_grid,матрица_испытаний,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 128, ""единица"": ""px""}, ""ширина"": {""значение"": 1204, ""единица"": ""px""}, ""высота"": {""значение"": 756, ""единица"": ""px""}}",TT-TS-TABLE,HELP-TS-TABLE,Канонический список испытаний.,OPT-04,,,,,WS-SUITE,
TS-VALIDATION-SUMMARY,TS-VALIDATION-SUMMARY,Сводка валидации набора,validation_panel,матрица_испытаний,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 900, ""единица"": ""px""}, ""ширина"": {""значение"": 732, ""единица"": ""px""}, ""высота"": {""значение"": 120, ""единица"": ""px""}}",TT-TS-VALIDATION-SUMMARY,HELP-TS-VALIDATION-SUMMARY,Ошибки и предупреждения suite.,OPT-17,,,,,WS-SUITE,
TS-BTN-VALIDATE,TS-BTN-VALIDATE,Проверить набор испытаний,secondary_button,матрица_испытаний,"{""x"": {""значение"": 1082, ""единица"": ""px""}, ""y"": {""значение"": 912, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-TS-BTN-VALIDATE,HELP-TS-BTN-VALIDATE,Запускает полную валидацию набора испытаний.,OPT-04,,,,,WS-SUITE,
TS-BTN-RUN-BASELINE,TS-BTN-RUN-BASELINE,Запустить базовый прогон,primary_button,матрица_испытаний,"{""x"": {""значение"": 1318, ""единица"": ""px""}, ""y"": {""значение"": 912, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-TS-BTN-RUN-BASELINE,HELP-TS-BTN-RUN-BASELINE,Переход к baseline с текущим набором испытаний.,OPT-05,,,,,WS-SUITE,
TS-EXPORT-IMPORT,TS-EXPORT-IMPORT,Импорт и экспорт набора испытаний,button_cluster,матрица_испытаний,"{""x"": {""значение"": 1082, ""единица"": ""px""}, ""y"": {""значение"": 968, ""единица"": ""px""}, ""ширина"": {""значение"": 456, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-TS-EXPORT-IMPORT,HELP-TS-EXPORT-IMPORT,Импорт и экспорт JSON набора испытаний.,OPT-04,,,,,WS-SUITE,
BL-CONTRACT-CARD,BL-CONTRACT-CARD,Карточка контракта baseline,card,базовый_прогон,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 88, ""единица"": ""px""}, ""ширина"": {""значение"": 356, ""единица"": ""px""}, ""высота"": {""значение"": 320, ""единица"": ""px""}}",TT-BL-CONTRACT-CARD,HELP-BL-CONTRACT-CARD,"Показывает модель, suite, baseline source и каталог результатов.",OPT-05,,,,,WS-BASELINE,
BL-BTN-RUN,BL-BTN-RUN,Запустить базовый прогон,primary_button,базовый_прогон,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 424, ""единица"": ""px""}, ""ширина"": {""значение"": 356, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-BL-BTN-RUN,HELP-BL-BTN-RUN,Запускает baseline.,OPT-07,,,,,WS-BASELINE,
BL-BTN-ACCEPT,BL-BTN-ACCEPT,Принять результат как baseline,secondary_button,базовый_прогон,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 472, ""единица"": ""px""}, ""ширина"": {""значение"": 356, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-BL-BTN-ACCEPT,HELP-BL-BTN-ACCEPT,Принимает выбранный результат как baseline.,OPT-08,,,,,WS-BASELINE,
BL-CURRENT-BASELINE,BL-CURRENT-BASELINE,Текущий baseline,card,базовый_прогон,"{""x"": {""значение"": 714, ""единица"": ""px""}, ""y"": {""значение"": 88, ""единица"": ""px""}, ""ширина"": {""значение"": 420, ""единица"": ""px""}, ""высота"": {""значение"": 424, ""единица"": ""px""}}",TT-BL-CURRENT-BASELINE,HELP-BL-CURRENT-BASELINE,"Текущий baseline, KPI и отметка времени.",OPT-05,,,,,WS-BASELINE,
BL-HISTORY-TABLE,BL-HISTORY-TABLE,История baseline,data_grid,базовый_прогон,"{""x"": {""значение"": 1158, ""единица"": ""px""}, ""y"": {""значение"": 88, ""единица"": ""px""}, ""ширина"": {""значение"": 380, ""единица"": ""px""}, ""высота"": {""значение"": 424, ""единица"": ""px""}}",TT-BL-HISTORY-TABLE,HELP-BL-HISTORY-TABLE,История baseline и принятых результатов.,OPT-05,,,,,WS-BASELINE,
BL-RESULT-SNAPSHOT,BL-RESULT-SNAPSHOT,Снимок результата,result_preview,базовый_прогон,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 544, ""единица"": ""px""}, ""ширина"": {""значение"": 1204, ""единица"": ""px""}, ""высота"": {""значение"": 456, ""единица"": ""px""}}",TT-BL-RESULT-SNAPSHOT,HELP-BL-RESULT-SNAPSHOT,Сводный preview последнего baseline-run с KPI и мини-графиками.,OPT-08,,,,,WS-BASELINE,
OP-MODE-SELECT,OP-MODE-SELECT,Выбор активного режима оптимизации,segmented_control,центр_оптимизации,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 420, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-OP-MODE-SELECT,HELP-OP-MODE-SELECT,StageRunner или distributed coordinator. Активен только один режим.,OPT-06,,,,,WS-OPTIMIZATION,
OP-OBJECTIVE-STACK,OP-OBJECTIVE-STACK,Редактор стека целей,list_editor,центр_оптимизации,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 144, ""единица"": ""px""}, ""ширина"": {""значение"": 356, ""единица"": ""px""}, ""высота"": {""значение"": 260, ""единица"": ""px""}}",TT-OP-OBJECTIVE-STACK,HELP-OP-OBJECTIVE-STACK,Редактирование objective stack.,OPT-06,,,,,WS-OPTIMIZATION,
OP-HARD-GATE,OP-HARD-GATE,Редактор жёсткого ограничения,form_card,центр_оптимизации,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 420, ""единица"": ""px""}, ""ширина"": {""значение"": 356, ""единица"": ""px""}, ""высота"": {""значение"": 180, ""единица"": ""px""}}",TT-OP-HARD-GATE,HELP-OP-HARD-GATE,Выбор hard gate и допуска.,OPT-06,,,,,WS-OPTIMIZATION,
OP-BASELINE-SOURCE,OP-BASELINE-SOURCE,Источник baseline и политика обновления,form_card,центр_оптимизации,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 616, ""единица"": ""px""}, ""ширина"": {""значение"": 356, ""единица"": ""px""}, ""высота"": {""значение"": 160, ""единица"": ""px""}}",TT-OP-BASELINE-SOURCE,HELP-OP-BASELINE-SOURCE,Какой baseline используется и обновлять ли его автоматически.,OPT-06,,,,,WS-OPTIMIZATION,
OP-STAGERUNNER-BLOCK,OP-STAGERUNNER-BLOCK,Блок настроек StageRunner,scroll_form,центр_оптимизации,"{""x"": {""значение"": 714, ""единица"": ""px""}, ""y"": {""значение"": 144, ""единица"": ""px""}, ""ширина"": {""значение"": 476, ""единица"": ""px""}, ""высота"": {""значение"": 632, ""единица"": ""px""}}",TT-OP-STAGERUNNER-BLOCK,HELP-OP-STAGERUNNER-BLOCK,Настройки рекомендуемого staged pipeline.,OPT-06,"Видим, если выбран StageRunner",Доступ зависит от active mode,,,WS-OPTIMIZATION,
OP-DISTRIBUTED-BLOCK,OP-DISTRIBUTED-BLOCK,Блок distributed coordinator,scroll_form,центр_оптимизации,"{""x"": {""значение"": 714, ""единица"": ""px""}, ""y"": {""значение"": 144, ""единица"": ""px""}, ""ширина"": {""значение"": 476, ""единица"": ""px""}, ""высота"": {""значение"": 632, ""единица"": ""px""}}",TT-OP-DISTRIBUTED-BLOCK,HELP-OP-DISTRIBUTED-BLOCK,Настройки распределённого режима.,OPT-06,"Видим, если выбран distributed coordinator",Доступ зависит от active mode,,,WS-OPTIMIZATION,
OP-HISTORY-SHORTLIST,OP-HISTORY-SHORTLIST,Краткая история запусков,data_grid,центр_оптимизации,"{""x"": {""значение"": 1214, ""единица"": ""px""}, ""y"": {""значение"": 144, ""единица"": ""px""}, ""ширина"": {""значение"": 324, ""единица"": ""px""}, ""высота"": {""значение"": 420, ""единица"": ""px""}}",TT-OP-HISTORY-SHORTLIST,HELP-OP-HISTORY-SHORTLIST,Краткая история запусков с objective contract.,OPT-06,,,,,WS-OPTIMIZATION,
OP-RESUME-BLOCK,OP-RESUME-BLOCK,Resume и диагностика запуска,form_card,центр_оптимизации,"{""x"": {""значение"": 1214, ""единица"": ""px""}, ""y"": {""значение"": 580, ""единица"": ""px""}, ""ширина"": {""значение"": 324, ""единица"": ""px""}, ""высота"": {""значение"": 196, ""единица"": ""px""}}",TT-OP-RESUME-BLOCK,HELP-OP-RESUME-BLOCK,"Resume, run id, каталог запуска, состояние предыдущего запуска.",OPT-06,,,,,WS-OPTIMIZATION,
OP-RUN-PREVIEW,OP-RUN-PREVIEW,Предпросмотр запуска,preview_card,центр_оптимизации,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 800, ""единица"": ""px""}, ""ширина"": {""значение"": 856, ""единица"": ""px""}, ""высота"": {""значение"": 220, ""единица"": ""px""}}",TT-OP-RUN-PREVIEW,HELP-OP-RUN-PREVIEW,"Показывает, что именно будет запущено: active mode, suite, baseline, objective contract, hard gate, estimated stage budgets.",OPT-06,,,,,WS-OPTIMIZATION,
OP-BTN-LAUNCH,OP-BTN-LAUNCH,Главная кнопка запуска оптимизации,primary_button,центр_оптимизации,"{""x"": {""значение"": 1214, ""единица"": ""px""}, ""y"": {""значение"": 800, ""единица"": ""px""}, ""ширина"": {""значение"": 324, ""единица"": ""px""}, ""высота"": {""значение"": 48, ""единица"": ""px""}}",TT-OP-BTN-LAUNCH,HELP-OP-BTN-LAUNCH,Запустить StageRunner или distributed coordinator в зависимости от active mode.,OPT-07,,,,,WS-OPTIMIZATION,
OP-BTN-OPEN-MONITOR,OP-BTN-OPEN-MONITOR,Открыть монитор выполнения,secondary_button,центр_оптимизации,"{""x"": {""значение"": 1214, ""единица"": ""px""}, ""y"": {""значение"": 860, ""единица"": ""px""}, ""ширина"": {""значение"": 324, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-OP-BTN-OPEN-MONITOR,HELP-OP-BTN-OPEN-MONITOR,Открыть единый монитор выполнения.,OPT-07,,,,,WS-OPTIMIZATION,
OP-BTN-OPEN-RESULTS,OP-BTN-OPEN-RESULTS,Открыть результаты последнего запуска,secondary_button,центр_оптимизации,"{""x"": {""значение"": 1214, ""единица"": ""px""}, ""y"": {""значение"": 908, ""единица"": ""px""}, ""ширина"": {""значение"": 324, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-OP-BTN-OPEN-RESULTS,HELP-OP-BTN-OPEN-RESULTS,Открыть центр результатов.,OPT-08,,,,,WS-OPTIMIZATION,
MN-STAGE-HERO,MN-STAGE-HERO,Hero текущей стадии,hero_panel,монитор_выполнения,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 1204, ""единица"": ""px""}, ""высота"": {""значение"": 108, ""единица"": ""px""}}",TT-MN-STAGE-HERO,HELP-MN-STAGE-HERO,"Название стадии, номер, бюджет, elapsed и активный режим.",OPT-07,,,,,WS-MONITOR,
MN-PROGRESS-BAR,MN-PROGRESS-BAR,Главный индикатор прогресса,progress_bar,монитор_выполнения,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 196, ""единица"": ""px""}, ""ширина"": {""значение"": 1204, ""единица"": ""px""}, ""высота"": {""значение"": 28, ""единица"": ""px""}}",TT-MN-PROGRESS-BAR,HELP-MN-PROGRESS-BAR,Главный индикатор прогресса.,OPT-07,,,,,WS-MONITOR,
MN-CURRENT-STAGE-TABLE,MN-CURRENT-STAGE-TABLE,Текущая стадия,data_grid,монитор_выполнения,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 248, ""единица"": ""px""}, ""ширина"": {""значение"": 592, ""единица"": ""px""}, ""высота"": {""значение"": 396, ""единица"": ""px""}}",TT-MN-CURRENT-STAGE-TABLE,HELP-MN-CURRENT-STAGE-TABLE,Строки текущей стадии.,OPT-07,,,,,WS-MONITOR,
MN-COMBINED-TABLE,MN-COMBINED-TABLE,Сводная таблица,data_grid,монитор_выполнения,"{""x"": {""значение"": 946, ""единица"": ""px""}, ""y"": {""значение"": 248, ""единица"": ""px""}, ""ширина"": {""значение"": 592, ""единица"": ""px""}, ""высота"": {""значение"": 396, ""единица"": ""px""}}",TT-MN-COMBINED-TABLE,HELP-MN-COMBINED-TABLE,Сводная таблица результатов по завершённым и текущей стадиям.,OPT-07,,,,,WS-MONITOR,
MN-GATE-REASONS,MN-GATE-REASONS,Причины gate и underfill,analysis_panel,монитор_выполнения,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 660, ""единица"": ""px""}, ""ширина"": {""значение"": 592, ""единица"": ""px""}, ""высота"": {""значение"": 188, ""единица"": ""px""}}",TT-MN-GATE-REASONS,HELP-MN-GATE-REASONS,"Причины отказов, underfill, promotion blocked reasons.",OPT-07,,,,,WS-MONITOR,
MN-LIVE-LOG,MN-LIVE-LOG,Живой журнал,log_panel,монитор_выполнения,"{""x"": {""значение"": 946, ""единица"": ""px""}, ""y"": {""значение"": 660, ""единица"": ""px""}, ""ширина"": {""значение"": 592, ""единица"": ""px""}, ""высота"": {""значение"": 188, ""единица"": ""px""}}",TT-MN-LIVE-LOG,HELP-MN-LIVE-LOG,Последние события и ссылки на run directory.,OPT-07,,,,,WS-MONITOR,
MN-BTN-STOP,MN-BTN-STOP,Остановить расчёт,danger_button,монитор_выполнения,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 872, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-MN-BTN-STOP,HELP-MN-BTN-STOP,Безопасная остановка расчёта.,OPT-07,,,,,WS-MONITOR,
MN-BTN-OPEN-RUN-DIR,MN-BTN-OPEN-RUN-DIR,Открыть каталог запуска,secondary_button,монитор_выполнения,"{""x"": {""значение"": 570, ""единица"": ""px""}, ""y"": {""значение"": 872, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-MN-BTN-OPEN-RUN-DIR,HELP-MN-BTN-OPEN-RUN-DIR,Открыть каталог run.,OPT-07,,,,,WS-MONITOR,
MN-BTN-OPEN-RESULTS,MN-BTN-OPEN-RESULTS,Открыть результаты,secondary_button,монитор_выполнения,"{""x"": {""значение"": 806, ""единица"": ""px""}, ""y"": {""значение"": 872, ""единица"": ""px""}, ""ширина"": {""значение"": 220, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-MN-BTN-OPEN-RESULTS,HELP-MN-BTN-OPEN-RESULTS,Перейти к центру результатов.,OPT-08,,,,,WS-MONITOR,
RS-LEADERBOARD,RS-LEADERBOARD,Лидерборд запусков,data_grid,центр_результатов,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 400, ""единица"": ""px""}, ""высота"": {""значение"": 756, ""единица"": ""px""}}",TT-RS-LEADERBOARD,HELP-RS-LEADERBOARD,"Таблица run-ов с KPI, objective contract и статусом.",OPT-08,,,,,WS-RESULTS,
RS-KPI-CARD-1,RS-KPI-CARD-1,Карточка KPI комфорта,kpi_card,центр_результатов,"{""x"": {""значение"": 758, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 240, ""единица"": ""px""}, ""высота"": {""значение"": 96, ""единица"": ""px""}}",TT-RS-KPI-CARD-1,HELP-RS-KPI-CARD-1,Ключевая метрика комфорта.,OPT-08,,,,,WS-RESULTS,
RS-KPI-CARD-2,RS-KPI-CARD-2,Карточка KPI крена,kpi_card,центр_результатов,"{""x"": {""значение"": 1014, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 240, ""единица"": ""px""}, ""высота"": {""значение"": 96, ""единица"": ""px""}}",TT-RS-KPI-CARD-2,HELP-RS-KPI-CARD-2,Ключевая метрика боковой реакции.,OPT-08,,,,,WS-RESULTS,
RS-KPI-CARD-3,RS-KPI-CARD-3,Карточка KPI энергии,kpi_card,центр_результатов,"{""x"": {""значение"": 1270, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 268, ""единица"": ""px""}, ""высота"": {""значение"": 96, ""единица"": ""px""}}",TT-RS-KPI-CARD-3,HELP-RS-KPI-CARD-3,Ключевая метрика энергии.,OPT-08,,,,,WS-RESULTS,
RS-COMPARE-CHART,RS-COMPARE-CHART,График сравнения baseline и выбранного run,chart,центр_результатов,"{""x"": {""значение"": 758, ""единица"": ""px""}, ""y"": {""значение"": 192, ""единица"": ""px""}, ""ширина"": {""значение"": 780, ""единица"": ""px""}, ""высота"": {""значение"": 420, ""единица"": ""px""}}",TT-RS-COMPARE-CHART,HELP-RS-COMPARE-CHART,Основной график сравнения.,OPT-08,,,,,WS-RESULTS,
RS-METRIC-TABLE,RS-METRIC-TABLE,Таблица итоговых метрик,data_grid,центр_результатов,"{""x"": {""значение"": 758, ""единица"": ""px""}, ""y"": {""значение"": 628, ""единица"": ""px""}, ""ширина"": {""значение"": 780, ""единица"": ""px""}, ""высота"": {""значение"": 208, ""единица"": ""px""}}",TT-RS-METRIC-TABLE,HELP-RS-METRIC-TABLE,Итоговая таблица метрик выбранного run и baseline.,OPT-08,,,,,WS-RESULTS,
RS-BTN-ACCEPT-BASELINE,RS-BTN-ACCEPT-BASELINE,Принять как baseline,primary_button,центр_результатов,"{""x"": {""значение"": 758, ""единица"": ""px""}, ""y"": {""значение"": 860, ""единица"": ""px""}, ""ширина"": {""значение"": 240, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-RS-BTN-ACCEPT-BASELINE,HELP-RS-BTN-ACCEPT-BASELINE,Принять выбранный результат как baseline.,OPT-05,,,,,WS-RESULTS,
RS-BTN-OPEN-ANALYTICS,RS-BTN-OPEN-ANALYTICS,Открыть аналитику,secondary_button,центр_результатов,"{""x"": {""значение"": 1014, ""единица"": ""px""}, ""y"": {""значение"": 860, ""единица"": ""px""}, ""ширина"": {""значение"": 180, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-RS-BTN-OPEN-ANALYTICS,HELP-RS-BTN-OPEN-ANALYTICS,Переход к аналитике.,OPT-09,,,,,WS-RESULTS,
RS-BTN-OPEN-ANIMATOR,RS-BTN-OPEN-ANIMATOR,Открыть аниматор,secondary_button,центр_результатов,"{""x"": {""значение"": 1210, ""единица"": ""px""}, ""y"": {""значение"": 860, ""единица"": ""px""}, ""ширина"": {""значение"": 180, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-RS-BTN-OPEN-ANIMATOR,HELP-RS-BTN-OPEN-ANIMATOR,Переход к аниматору.,OPT-10,,,,,WS-RESULTS,
RS-BTN-EXPORT,RS-BTN-EXPORT,Экспортировать результаты,secondary_button,центр_результатов,"{""x"": {""значение"": 1406, ""единица"": ""px""}, ""y"": {""значение"": 860, ""единица"": ""px""}, ""ширина"": {""значение"": 132, ""единица"": ""px""}, ""высота"": {""значение"": 40, ""единица"": ""px""}}",TT-RS-BTN-EXPORT,HELP-RS-BTN-EXPORT,"Экспорт CSV, JSON или отчёта.",OPT-08,,,,,WS-RESULTS,
AN-RUN-SELECT,AN-RUN-SELECT,Выбор запусков для анализа,multi_select,аналитика,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 360, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-AN-RUN-SELECT,HELP-AN-RUN-SELECT,Какие run-ы сравниваются.,OPT-09,,,,,WS-ANALYTICS,
AN-METRIC-SELECT,AN-METRIC-SELECT,Выбор метрики,combo_box,аналитика,"{""x"": {""значение"": 710, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 320, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-AN-METRIC-SELECT,HELP-AN-METRIC-SELECT,Какая метрика показана на графиках.,OPT-09,,,,,WS-ANALYTICS,
AN-VIEW-MODE,AN-VIEW-MODE,Режим вида аналитики,segmented_control,аналитика,"{""x"": {""значение"": 1046, ""единица"": ""px""}, ""y"": {""значение"": 80, ""единица"": ""px""}, ""ширина"": {""значение"": 300, ""единица"": ""px""}, ""высота"": {""значение"": 32, ""единица"": ""px""}}",TT-AN-VIEW-MODE,HELP-AN-VIEW-MODE,"Вид: график, тепловая карта, таблица влияний.",OPT-09,,,,,WS-ANALYTICS,
AN-MAIN-CHART,AN-MAIN-CHART,Главный график,chart,аналитика,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 136, ""единица"": ""px""}, ""ширина"": {""значение"": 1204, ""единица"": ""px""}, ""высота"": {""значение"": 520, ""единица"": ""px""}}",TT-AN-MAIN-CHART,HELP-AN-MAIN-CHART,Главный аналитический график.,OPT-09,,,,,WS-ANALYTICS,
AN-SECONDARY-CHART,AN-SECONDARY-CHART,Дополнительный график,chart,аналитика,"{""x"": {""значение"": 334, ""единица"": ""px""}, ""y"": {""значение"": 672, ""единица"": ""px""}, ""ширина"": {""значение"": 592, ""единица"": ""px""}, ""высота"": {""значение"": 240, ""единица"": ""px""}}",TT-AN-SECONDARY-CHART,HELP-AN-SECONDARY-CHART,Вспомогательный график или тепловая карта.,OPT-09,,,,,WS-ANALYTICS,
AN-TABLE,AN-TABLE,Таблица аналитики,data_grid,аналитика,"{""x"": {""значение"": 946, ""единица"": ""px""}, ""y"": {""значение"": 672, ""единица"": ""px""}, ""ширина"": {""значение"": 356, ""единица"": ""px""}, ""высота"": {""значение"": 240, ""единица"": ""px""}}",TT-AN-TABLE,HELP-AN-TABLE,Таблица числовых значений.,OPT-09,,,,,WS-ANALYTICS,
