id,название,структура_развёрнутого_описания
HELP-OP-STAGERUNNER-BLOCK,,"{""id"": ""HELP-OP-STAGERUNNER-BLOCK"", ""название"": ""Блок настроек StageRunner"", ""структура_развёрнутого_описания"": {""что_это"": ""Блок настроек StageRunner"", ""зачем_нужно"": ""Настройки рекомендуемого staged pipeline."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-OP-DISTRIBUTED-BLOCK,,"{""id"": ""HELP-OP-DISTRIBUTED-BLOCK"", ""название"": ""Блок distributed coordinator"", ""структура_развёрнутого_описания"": {""что_это"": ""Блок distributed coordinator"", ""зачем_нужно"": ""Настройки распределённого режима."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-OP-HISTORY-SHORTLIST,,"{""id"": ""HELP-OP-HISTORY-SHORTLIST"", ""название"": ""Краткая история запусков"", ""структура_развёрнутого_описания"": {""что_это"": ""Краткая история запусков"", ""зачем_нужно"": ""Краткая история запусков с objective contract."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-OP-RESUME-BLOCK,,"{""id"": ""HELP-OP-RESUME-BLOCK"", ""название"": ""Resume и диагностика запуска"", ""структура_развёрнутого_описания"": {""что_это"": ""Resume и диагностика запуска"", ""зачем_нужно"": ""Resume, run id, каталог запуска, состояние предыдущего запуска."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-OP-RUN-PREVIEW,,"{""id"": ""HELP-OP-RUN-PREVIEW"", ""название"": ""Предпросмотр запуска"", ""структура_развёрнутого_описания"": {""что_это"": ""Предпросмотр запуска"", ""зачем_нужно"": ""Показывает, что именно будет запущено: active mode, suite, baseline, objective contract, hard gate, estimated stage budgets."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-OP-BTN-LAUNCH,,"{""id"": ""HELP-OP-BTN-LAUNCH"", ""название"": ""Главная кнопка запуска оптимизации"", ""структура_развёрнутого_описания"": {""что_это"": ""Главная кнопка запуска оптимизации"", ""зачем_нужно"": ""Запустить StageRunner или distributed coordinator в зависимости от active mode."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-OP-BTN-OPEN-MONITOR,,"{""id"": ""HELP-OP-BTN-OPEN-MONITOR"", ""название"": ""Открыть монитор выполнения"", ""структура_развёрнутого_описания"": {""что_это"": ""Открыть монитор выполнения"", ""зачем_нужно"": ""Открыть единый монитор выполнения."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-OP-BTN-OPEN-RESULTS,,"{""id"": ""HELP-OP-BTN-OPEN-RESULTS"", ""название"": ""Открыть результаты последнего запуска"", ""структура_развёрнутого_описания"": {""что_это"": ""Открыть результаты последнего запуска"", ""зачем_нужно"": ""Открыть центр результатов."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-STAGE-HERO,,"{""id"": ""HELP-MN-STAGE-HERO"", ""название"": ""Hero текущей стадии"", ""структура_развёрнутого_описания"": {""что_это"": ""Hero текущей стадии"", ""зачем_нужно"": ""Название стадии, номер, бюджет, elapsed и активный режим."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-PROGRESS-BAR,,"{""id"": ""HELP-MN-PROGRESS-BAR"", ""название"": ""Главный индикатор прогресса"", ""структура_развёрнутого_описания"": {""что_это"": ""Главный индикатор прогресса"", ""зачем_нужно"": ""Главный индикатор прогресса."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-CURRENT-STAGE-TABLE,,"{""id"": ""HELP-MN-CURRENT-STAGE-TABLE"", ""название"": ""Текущая стадия"", ""структура_развёрнутого_описания"": {""что_это"": ""Текущая стадия"", ""зачем_нужно"": ""Строки текущей стадии."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-COMBINED-TABLE,,"{""id"": ""HELP-MN-COMBINED-TABLE"", ""название"": ""Сводная таблица"", ""структура_развёрнутого_описания"": {""что_это"": ""Сводная таблица"", ""зачем_нужно"": ""Сводная таблица результатов по завершённым и текущей стадиям."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-GATE-REASONS,,"{""id"": ""HELP-MN-GATE-REASONS"", ""название"": ""Причины gate и underfill"", ""структура_развёрнутого_описания"": {""что_это"": ""Причины gate и underfill"", ""зачем_нужно"": ""Причины отказов, underfill, promotion blocked reasons."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-LIVE-LOG,,"{""id"": ""HELP-MN-LIVE-LOG"", ""название"": ""Живой журнал"", ""структура_развёрнутого_описания"": {""что_это"": ""Живой журнал"", ""зачем_нужно"": ""Последние события и ссылки на run directory."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-BTN-STOP,,"{""id"": ""HELP-MN-BTN-STOP"", ""название"": ""Остановить расчёт"", ""структура_развёрнутого_описания"": {""что_это"": ""Остановить расчёт"", ""зачем_нужно"": ""Безопасная остановка расчёта."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-BTN-OPEN-RUN-DIR,,"{""id"": ""HELP-MN-BTN-OPEN-RUN-DIR"", ""название"": ""Открыть каталог запуска"", ""структура_развёрнутого_описания"": {""что_это"": ""Открыть каталог запуска"", ""зачем_нужно"": ""Открыть каталог run."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-MN-BTN-OPEN-RESULTS,,"{""id"": ""HELP-MN-BTN-OPEN-RESULTS"", ""название"": ""Открыть результаты"", ""структура_развёрнутого_описания"": {""что_это"": ""Открыть результаты"", ""зачем_нужно"": ""Перейти к центру результатов."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-LEADERBOARD,,"{""id"": ""HELP-RS-LEADERBOARD"", ""название"": ""Лидерборд запусков"", ""структура_развёрнутого_описания"": {""что_это"": ""Лидерборд запусков"", ""зачем_нужно"": ""Таблица run-ов с KPI, objective contract и статусом."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-KPI-CARD-1,,"{""id"": ""HELP-RS-KPI-CARD-1"", ""название"": ""Карточка KPI комфорта"", ""структура_развёрнутого_описания"": {""что_это"": ""Карточка KPI комфорта"", ""зачем_нужно"": ""Ключевая метрика комфорта."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-KPI-CARD-2,,"{""id"": ""HELP-RS-KPI-CARD-2"", ""название"": ""Карточка KPI крена"", ""структура_развёрнутого_описания"": {""что_это"": ""Карточка KPI крена"", ""зачем_нужно"": ""Ключевая метрика боковой реакции."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-KPI-CARD-3,,"{""id"": ""HELP-RS-KPI-CARD-3"", ""название"": ""Карточка KPI энергии"", ""структура_развёрнутого_описания"": {""что_это"": ""Карточка KPI энергии"", ""зачем_нужно"": ""Ключевая метрика энергии."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-COMPARE-CHART,,"{""id"": ""HELP-RS-COMPARE-CHART"", ""название"": ""График сравнения baseline и выбранного run"", ""структура_развёрнутого_описания"": {""что_это"": ""График сравнения baseline и выбранного run"", ""зачем_нужно"": ""Основной график сравнения."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-METRIC-TABLE,,"{""id"": ""HELP-RS-METRIC-TABLE"", ""название"": ""Таблица итоговых метрик"", ""структура_развёрнутого_описания"": {""что_это"": ""Таблица итоговых метрик"", ""зачем_нужно"": ""Итоговая таблица метрик выбранного run и baseline."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-BTN-ACCEPT-BASELINE,,"{""id"": ""HELP-RS-BTN-ACCEPT-BASELINE"", ""название"": ""Принять как baseline"", ""структура_развёрнутого_описания"": {""что_это"": ""Принять как baseline"", ""зачем_нужно"": ""Принять выбранный результат как baseline."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-BTN-OPEN-ANALYTICS,,"{""id"": ""HELP-RS-BTN-OPEN-ANALYTICS"", ""название"": ""Открыть аналитику"", ""структура_развёрнутого_описания"": {""что_это"": ""Открыть аналитику"", ""зачем_нужно"": ""Переход к аналитике."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-BTN-OPEN-ANIMATOR,,"{""id"": ""HELP-RS-BTN-OPEN-ANIMATOR"", ""название"": ""Открыть аниматор"", ""структура_развёрнутого_описания"": {""что_это"": ""Открыть аниматор"", ""зачем_нужно"": ""Переход к аниматору."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-RS-BTN-EXPORT,,"{""id"": ""HELP-RS-BTN-EXPORT"", ""название"": ""Экспортировать результаты"", ""структура_развёрнутого_описания"": {""что_это"": ""Экспортировать результаты"", ""зачем_нужно"": ""Экспорт CSV, JSON или отчёта."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-RUN-SELECT,,"{""id"": ""HELP-AN-RUN-SELECT"", ""название"": ""Выбор запусков для анализа"", ""структура_развёрнутого_описания"": {""что_это"": ""Выбор запусков для анализа"", ""зачем_нужно"": ""Какие run-ы сравниваются."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-METRIC-SELECT,,"{""id"": ""HELP-AN-METRIC-SELECT"", ""название"": ""Выбор метрики"", ""структура_развёрнутого_описания"": {""что_это"": ""Выбор метрики"", ""зачем_нужно"": ""Какая метрика показана на графиках."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-VIEW-MODE,,"{""id"": ""HELP-AN-VIEW-MODE"", ""название"": ""Режим вида аналитики"", ""структура_развёрнутого_описания"": {""что_это"": ""Режим вида аналитики"", ""зачем_нужно"": ""Вид: график, тепловая карта, таблица влияний."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-MAIN-CHART,,"{""id"": ""HELP-AN-MAIN-CHART"", ""название"": ""Главный график"", ""структура_развёрнутого_описания"": {""что_это"": ""Главный график"", ""зачем_нужно"": ""Главный аналитический график."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-SECONDARY-CHART,,"{""id"": ""HELP-AN-SECONDARY-CHART"", ""название"": ""Дополнительный график"", ""структура_развёрнутого_описания"": {""что_это"": ""Дополнительный график"", ""зачем_нужно"": ""Вспомогательный график или тепловая карта."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-TABLE,,"{""id"": ""HELP-AN-TABLE"", ""название"": ""Таблица аналитики"", ""структура_развёрнутого_описания"": {""что_это"": ""Таблица аналитики"", ""зачем_нужно"": ""Таблица числовых значений."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-EXPLANATION,,"{""id"": ""HELP-AN-EXPLANATION"", ""название"": ""Пояснение результата"", ""структура_развёрнутого_описания"": {""что_это"": ""Пояснение результата"", ""зачем_нужно"": ""Краткое объяснение «почему лучше / почему хуже»."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AN-BTN-OPEN-ANIMATOR,,"{""id"": ""HELP-AN-BTN-OPEN-ANIMATOR"", ""название"": ""Открыть аниматор"", ""структура_развёрнутого_описания"": {""что_это"": ""Открыть аниматор"", ""зачем_нужно"": ""Переход к аниматору."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AM-VIEWPORT,,"{""id"": ""HELP-AM-VIEWPORT"", ""название"": ""3D viewport"", ""структура_развёрнутого_описания"": {""что_это"": ""3D viewport"", ""зачем_нужно"": ""Главная 3D-сцена."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AM-VIEWCUBE,,"{""id"": ""HELP-AM-VIEWCUBE"", ""название"": ""Навигационный куб"", ""структура_развёрнутого_описания"": {""что_это"": ""Навигационный куб"", ""зачем_нужно"": ""Переориентация сцены."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AM-HOME-VIEW,,"{""id"": ""HELP-AM-HOME-VIEW"", ""название"": ""Домашний вид"", ""структура_развёрнутого_описания"": {""что_это"": ""Домашний вид"", ""зачем_нужно"": ""Вернуться к Home view."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AM-VIEW-PRESETS,,"{""id"": ""HELP-AM-VIEW-PRESETS"", ""название"": ""Предустановленные виды"", ""структура_развёрнутого_описания"": {""что_это"": ""Предустановленные виды"", ""зачем_нужно"": ""Спереди, сбоку, сверху, изометрия."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
HELP-AM-SEGMENT-HUD,,"{""id"": ""HELP-AM-SEGMENT-HUD"", ""название"": ""HUD сегмента и времени"", ""структура_развёрнутого_описания"": {""что_это"": ""HUD сегмента и времени"", ""зачем_нужно"": ""Текущий segment_id, название сегмента, источник данных, время, скорость."", ""как_влияет_на_поток"": ""Элемент участвует в каноническом pipeline и не должен быть скрытым способом доступа к критичной функции."", ""единицы_измерения_если_применимо"": ""Определяются контекстом выбранного поля или объекта."", ""ограничения_и_валидация"": ""Берутся из source-of-truth выбранного поля, объекта или режима."", ""связанные_элементы"": [], ""где_пользователь_видит_результат"": ""В связанном preview, inspector, run-monitor, анализе или аниматоре.""}}"
