node_id,scope,surface,kind,label_current,label_recommended,semantic_issue,severity,why_it_hurts,status,semantic_quality_score_1_5
IN-CHECK-LEVELING-VIS,optimized,WS-INPUTS,check,Проверка видимости режима выравнивания и остатка,Проверка видимости режима выравнивания и остатка,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-CHECK-SYMMETRY-VIS,optimized,WS-INPUTS,check,Проверка видимости режима зеркальной симметрии,Проверка видимости режима зеркальной симметрии,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-CHECK-TWIN-SYNC,optimized,WS-INPUTS,check,Проверка двусторонней синхронизации с графическим двойником,Проверка двусторонней синхронизации с графическим двойником,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-BLOCK-REQ,optimized,WS-INPUTS,block,Не все обязательные входы заполнены,Не все обязательные входы заполнены,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-BLOCK-GEOM,optimized,WS-INPUTS,block,Геометрия противоречива или нарушает ограничения,Геометрия противоречива или нарушает ограничения,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-BLOCK-TWIN,optimized,WS-INPUTS,block,Графический двойник не может быть построен честно,Графический двойник не может быть построен честно,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-BLOCK-HANDOFF,optimized,WS-INPUTS,block,Нельзя передать дальше: snapshot не сохранён или не валиден,Нельзя передать дальше: snapshot не сохранён или не валиден,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-FEEDBACK-C1C2,optimized,WS-INPUTS,feedback,На угол установлены две пружины: контур C1 и контур C2,На угол установлены две пружины: контур первого контура (C1) и контур второго контура (C2),notation_without_name,high,Оставлять C1/C2 только вторым планом после полного названия.,rewrite,1
IN-FEEDBACK-LEVELING,optimized,WS-INPUTS,feedback,"Выравнивание кузова пружинами активно; показан метод и остаточная разница, миллиметры","Выравнивание кузова пружинами активно; показан метод и остаточная разница, миллиметры",none,low,Семантика понятна и не требует переписывания.,keep,5
IN-FEEDBACK-SYMMETRY,optimized,WS-INPUTS,feedback,Зеркальная симметрия лево/право включена и заблокирована,Зеркальная симметрия лево/право включена и заблокирована,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-FEEDBACK-TWIN,optimized,WS-INPUTS,feedback,Графический двойник обновлён по введённым данным,Графический двойник обновлён по введённым данным,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-FEEDBACK-VALID,optimized,WS-INPUTS,feedback,Validation summary виден на текущем экране,Validation summary виден на текущем экране,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-FEEDBACK-SAVED,optimized,WS-INPUTS,feedback,Validated snapshot сохранён и готов к handoff,Validated snapshot сохранён и готов к handoff,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-LOOP-EDIT-VALIDATE,optimized,WS-INPUTS,loop,Правка → проверка → правка,Правка → проверка → правка,none,low,Семантика понятна и не требует переписывания.,keep,5
IN-LOOP-GRAPH-SYNC,optimized,WS-INPUTS,loop,Выбор в схеме ↔ inspector ↔ поле,Выбор в схеме ↔ inspector ↔ поле,none,low,Семантика понятна и не требует переписывания.,keep,5
TREE-WS-RING,optimized_target,WS-RING,tree_entry,Сценарии и редактор кольца,Сценарии и редактор кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
CUR-RG-LAUNCH,current,WS-RING,current_entry,Открыть редактор кольца или сценариев,Открыть редактор кольца или сценариев,none,low,Семантика понятна и не требует переписывания.,keep,5
CUR-RG-NOT-DOMINANT,current,WS-RING,current_defect,Редактор кольца не доминирует в стартовом маршруте,Редактор кольца не доминирует в стартовом маршруте,none,low,Семантика понятна и не требует переписывания.,keep,5
CUR-RG-TELEMETRY-MIX,current,WS-RING,current_defect,Разгон и торможение смешиваются с семантикой сегмента,Разгон и торможение смешиваются с семантикой сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
CUR-RG-SEAM-AMBIG,current,WS-RING,current_defect,Шов и источник цикличности выражены недостаточно явно,Шов и источник цикличности выражены недостаточно явно,none,low,Семантика понятна и не требует переписывания.,keep,5
CUR-RG-EXPORT-HIDDEN,current,WS-RING,current_defect,Экспорт и handoff в suite видны не как следствие source-of-truth,Экспорт и handoff в suite видны не как следствие source-of-truth,none,low,Семантика понятна и не требует переписывания.,keep,5
TREE-WS-RING,optimized,WS-RING,tree_entry,Сценарии и редактор кольца,Сценарии и редактор кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
ROOT-WS-RING,optimized,WS-RING,workspace,Редактор кольца,Редактор кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
DOCK-TREE-WS-RING,optimized,WS-RING,dock,Левое дерево,Левое дерево,none,low,Семантика понятна и не требует переписывания.,keep,5
DOCK-INSPECTOR-WS-RING,optimized,WS-RING,dock,Правый inspector и help,Правый inspector и help,none,low,Семантика понятна и не требует переписывания.,keep,5
DOCK-STATUS-WS-RING,optimized,WS-RING,dock,Нижний статус и прогресс,Нижний статус и прогресс,none,low,Семантика понятна и не требует переписывания.,keep,5
RING-SCR-01,optimized,WS-RING,screen,Редактор кольца — обзор,Редактор кольца — обзор,none,low,Семантика понятна и не требует переписывания.,keep,5
RING-SCR-02,optimized,WS-RING,screen,Редактор кольца — карточка сегмента,Редактор кольца — карточка сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RING-SCR-03,optimized,WS-RING,screen,Редактор кольца — шов и экспорт,Редактор кольца — шов и экспорт,none,low,Семантика понятна и не требует переписывания.,keep,5
RING-SCR-04,optimized,WS-RING,screen,Редактор кольца — связь с матрицей испытаний,Редактор кольца — связь с матрицей испытаний,none,low,Семантика понятна и не требует переписывания.,keep,5
GLOBAL-RIGHT-INSPECTOR,optimized,WS-RING,region,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CROSSFALL,optimized,WS-RING,region,RG-CROSSFALL,RG-CROSSFALL,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FOOTER,optimized,WS-RING,region,RG-FOOTER,RG-FOOTER,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-HEADER,optimized,WS-RING,region,RG-HEADER,RG-HEADER,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-LEFT,optimized,WS-RING,region,RG-LEFT,RG-LEFT,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-LONG,optimized,WS-RING,region,RG-LONG,RG-LONG,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-PLAN,optimized,WS-RING,region,RG-PLAN,RG-PLAN,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SCENARIO-NAME,optimized,WS-RING,text_editor,Название сценария,Название сценария,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-CLOSURE-POLICY,optimized,WS-RING,combo_box,Политика замыкания кольца,Политика замыкания кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-V0,optimized,WS-RING,numeric_editor,Начальная скорость,Начальная скорость,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-DX,optimized,WS-RING,numeric_editor,Шаг дискретизации,Шаг дискретизации,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-LAPS,optimized,WS-RING,integer_editor,Количество кругов,Количество кругов,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SEED,optimized,WS-RING,integer_editor,Код генератора,Код генератора,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-ROAD-WIDTH,optimized,WS-RING,numeric_editor,Ширина дороги,Ширина дороги,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-GENERATE-PREVIEW,optimized,WS-RING,secondary_button,Сгенерировать предварительный просмотр,Сгенерировать предварительный просмотр,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-SEGMENT-LIST,optimized,WS-RING,list_view,Список сегментов,Список сегментов,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-ADD-SEGMENT,optimized,WS-RING,small_button,Добавить сегмент,Добавить сегмент,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-DUP-SEGMENT,optimized,WS-RING,small_button,Дублировать сегмент,Дублировать сегмент,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-DELETE-SEGMENT,optimized,WS-RING,small_button,Удалить сегмент,Удалить сегмент,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-INSERT-BEFORE,optimized,WS-RING,small_button,Вставить перед,Вставить перед,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-INSERT-AFTER,optimized,WS-RING,small_button,Вставить после,Вставить после,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-MOVE-UP,optimized,WS-RING,small_button,Поднять сегмент,Поднять сегмент,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-MOVE-DOWN,optimized,WS-RING,small_button,Опустить сегмент,Опустить сегмент,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-SEAM-BADGE,optimized,WS-RING,state_badge,Индикатор шва,Индикатор шва,none,low,Семантика понятна и не требует переписывания.,keep,5
RING-MESSAGE-BAR,optimized,WS-RING,message_bar,Локальная строка сообщений,Локальная строка сообщений,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-PLAN-VIEW,optimized,WS-RING,canvas,План кольца,План кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-PLAN-LEGEND,optimized,WS-RING,legend_panel,Легенда плана кольца,Легенда плана кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-LONG-PROFILE-VIEW,optimized,WS-RING,chart,Продольный профиль,Продольный профиль,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-LONG-STATUS,optimized,WS-RING,state_badge,Статус продольного профиля,Статус продольного профиля,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CROSSFALL-VIEW,optimized,WS-RING,chart_panel,Поперечный уклон,Поперечный уклон,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-SEAM-DIAGNOSTICS,optimized,WS-RING,message_list,Диагностика замыкания,Диагностика замыкания,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-CHECK-SEAM,optimized,WS-RING,secondary_button,Проверить шов кольца,Проверить шов кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-EXPORT-SCENARIO,optimized,WS-RING,secondary_button,Экспортировать сценарий,Экспортировать сценарий,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BTN-ADD-TO-SUITE,optimized,WS-RING,primary_button,Добавить в испытания,Добавить в испытания,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-SUITE-LINK-SUMMARY,optimized,WS-RING,summary_card,Сводка передачи в испытания,Сводка передачи в испытания,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-EXPORT-ARTIFACTS,optimized,WS-RING,summary_card,Сводка экспортированных файлов,Сводка экспортированных файлов,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-VALIDATION-SUMMARY,optimized,WS-RING,summary_card,Сводка проверок,Сводка проверок,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-HELP-ANCHOR,optimized,WS-RING,help_anchor,Локальный знак вопроса,Локальный знак вопроса,none,low,Семантика понятна и не требует переписывания.,keep,5
RING-VALIDATION-STRIP,optimized,WS-RING,validation_strip,Полоса валидации,Полоса валидации,none,low,Семантика понятна и не требует переписывания.,keep,5
RING-UNITS-LEGEND,optimized,WS-RING,units_legend,Легенда единиц измерения,Легенда единиц измерения,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-INS-SEGMENT-CARD,optimized,WS-RING,inspector_card,Карточка выбранного сегмента,Карточка выбранного сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-INS-SEAM-CARD,optimized,WS-RING,inspector_card,Карточка шва и экспорта,Карточка шва и экспорта,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-INS-HELP-CARD,optimized,WS-RING,inspector_card,Контекстная помощь по элементу,Контекстная помощь по элементу,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SCENARIO-NAME,optimized,WS-RING,field_row,Название сценария,Название сценария,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-CLOSURE-POLICY,optimized,WS-RING,field_row,Политика замыкания кольца,Политика замыкания кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-V0,optimized,WS-RING,field_row,Начальная скорость прохождения,Начальная скорость прохождения,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-DX,optimized,WS-RING,field_row,Шаг дискретизации дороги,Шаг дискретизации дороги,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-LAPS,optimized,WS-RING,field_row,Количество кругов,Количество кругов,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SEED,optimized,WS-RING,field_row,Код генератора случайности,Код генератора случайности,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-ROAD-WIDTH,optimized,WS-RING,field_row,Ширина дороги,Ширина дороги,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-START-HEIGHT,optimized,WS-RING,field_row,Высота дороги в начале кольца,Высота дороги в начале кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SHOV-THRESHOLD,optimized,WS-RING,field_row,Порог допуска шва кольца,Порог допуска шва кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SEGMENT-ID,optimized,WS-RING,field_row,Номер сегмента,Номер сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SEGMENT-LABEL,optimized,WS-RING,field_row,Имя сегмента,Имя сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SEGMENT-ENABLED,optimized,WS-RING,field_row,Сегмент включён,Сегмент включён,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SEGMENT-LENGTH,optimized,WS-RING,field_row,Длина сегмента,Длина сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-TURN-DIRECTION,optimized,WS-RING,field_row,Направление поворота,Направление поворота,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-TURN-RADIUS,optimized,WS-RING,field_row,Радиус поворота,Радиус поворота,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-ARC-ANGLE,optimized,WS-RING,field_row,Угол дуги,Угол дуги,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-END-HEIGHT,optimized,WS-RING,field_row,Высота дороги в конце сегмента,Высота дороги в конце сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-CROSSFALL,optimized,WS-RING,field_row,Поперечный уклон,Поперечный уклон,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SURFACE-TYPE,optimized,WS-RING,field_row,Тип покрытия,Тип покрытия,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SURFACE-CLASS,optimized,WS-RING,field_row,Класс шероховатости или профиль,Класс шероховатости или профиль,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SINE-AMPLITUDE,optimized,WS-RING,field_row,Амплитуда синусоиды,Амплитуда синусоиды,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-SINE-WAVELENGTH,optimized,WS-RING,field_row,Длина волны синусоиды,Длина волны синусоиды,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-PHASE-RIGHT,optimized,WS-RING,field_row,Фаза правой колеи,Фаза правой колеи,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-RANDOM-PHASES,optimized,WS-RING,field_row,Случайные фазы,Случайные фазы,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-TARGET-SPEED,optimized,WS-RING,field_row,Целевая скорость прохождения,Целевая скорость прохождения,none,low,Семантика понятна и не требует переписывания.,keep,5
UI-RG-FLD-PASSAGE-MODE,optimized,WS-RING,field_row,Режим прохождения сегмента,Режим прохождения сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-RING-scope_global,optimized,WS-RING,field_group,scope global,scope global,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-RING-scope_segment0,optimized,WS-RING,field_group,scope segment0,scope segment0,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-RING-scope_segment,optimized,WS-RING,field_group,scope segment,scope segment,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-RING-scope_last_segment,optimized,WS-RING,field_group,scope last_segment,scope last_segment,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-RING-scope_export,optimized,WS-RING,field_group,scope export,scope export,none,low,Семантика понятна и не требует переписывания.,keep,5
FIELDGROUP-WS-RING-scope_suite_handoff,optimized,WS-RING,field_group,scope suite_handoff,scope suite_handoff,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-START-HEIGHT,optimized,WS-RING,field,Высота дороги в начале кольца,Высота дороги в начале кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SHOV-THRESHOLD,optimized,WS-RING,field,Порог допуска шва кольца,Порог допуска шва кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SEGMENT-ID,optimized,WS-RING,field,Номер сегмента,Номер сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SEGMENT-LABEL,optimized,WS-RING,field,Имя сегмента,Имя сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SEGMENT-ENABLED,optimized,WS-RING,field,Сегмент включён,Сегмент включён,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SEGMENT-LENGTH,optimized,WS-RING,field,Длина сегмента,Длина сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-TURN-DIRECTION,optimized,WS-RING,field,Направление поворота,Направление поворота,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-TURN-RADIUS,optimized,WS-RING,field,Радиус поворота,Радиус поворота,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-ARC-ANGLE,optimized,WS-RING,field,Угол дуги,Угол дуги,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-END-HEIGHT,optimized,WS-RING,field,Высота дороги в конце сегмента,Высота дороги в конце сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-CROSSFALL,optimized,WS-RING,field,Поперечный уклон,Поперечный уклон,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SURFACE-TYPE,optimized,WS-RING,field,Тип покрытия,Тип покрытия,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SURFACE-CLASS,optimized,WS-RING,field,Класс шероховатости или профиль,Класс шероховатости или профиль,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SINE-AMPLITUDE,optimized,WS-RING,field,Амплитуда синусоиды,Амплитуда синусоиды,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SINE-WAVELENGTH,optimized,WS-RING,field,Длина волны синусоиды,Длина волны синусоиды,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-PHASE-RIGHT,optimized,WS-RING,field,Фаза правой колеи,Фаза правой колеи,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-RANDOM-PHASES,optimized,WS-RING,field,Случайные фазы,Случайные фазы,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-TARGET-SPEED,optimized,WS-RING,field,Целевая скорость прохождения,Целевая скорость прохождения,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-PASSAGE-MODE,optimized,WS-RING,field,Режим прохождения сегмента,Режим прохождения сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-NOTE,optimized,WS-RING,field,Комментарий сегмента,Комментарий сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-AUTO-CLOSE,optimized,WS-RING,field,Автозамыкание последнего сегмента,Автозамыкание последнего сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-START-STATE-DERIVED,optimized,WS-RING,field,Начало текущего сегмента,Начало текущего сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-LEFT-RUT-HEIGHT,optimized,WS-RING,field,Высота левой колеи,Высота левой колеи,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-RIGHT-RUT-HEIGHT,optimized,WS-RING,field,Высота правой колеи,Высота правой колеи,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SEAM-DELTA,optimized,WS-RING,field,Расхождение шва,Расхождение шва,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SEAM-STATUS,optimized,WS-RING,field,Статус шва,Статус шва,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-EXPORT-ROAD-CSV,optimized,WS-RING,field,Путь road_csv,Путь road_csv,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-EXPORT-SCENARIO-JSON,optimized,WS-RING,field,Путь scenario_json,Путь scenario_json,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-EXPORT-META-ROAD,optimized,WS-RING,field,Сводка meta road segments,Сводка meta road segments,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SUITE-LINK-MODE,optimized,WS-RING,field,Режим связи с матрицей испытаний,Режим связи с матрицей испытаний,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SUITE-TARGET-TEST-ID,optimized,WS-RING,field,Целевое испытание,Целевое испытание,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SUITE-STAGE,optimized,WS-RING,field,Стадия испытания,Стадия испытания,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SUITE-DT,optimized,WS-RING,field,Шаг интегрирования испытания,Шаг интегрирования испытания,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SUITE-T-END,optimized,WS-RING,field,Время моделирования испытания,Время моделирования испытания,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-SUITE-TYPE,optimized,WS-RING,field,Тип испытания,Тип испытания,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-VALIDATION-LEVEL,optimized,WS-RING,field,Уровень проверки перед экспортом,Уровень проверки перед экспортом,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FLD-DIAGNOSTIC-REPORT,optimized,WS-RING,field,Диагностический отчёт кольца,Диагностический отчёт кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-CREATE,optimized,WS-RING,task,Создать или импортировать сценарий,Создать или импортировать сценарий,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-EDIT-GLOBAL,optimized,WS-RING,task,Отредактировать глобальные параметры кольца,Отредактировать глобальные параметры кольца,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-SELECT-SEGMENT,optimized,WS-RING,task,"Выбрать сегмент в списке, на плане или профиле","Выбрать сегмент в списке, на плане или профиле",none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-EDIT-SEG0,optimized,WS-RING,task,Редактировать старт и конец сегмента 0,Редактировать старт и конец сегмента 0,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-EDIT-SEGMENT,optimized,WS-RING,task,Редактировать конец выбранного сегмента,Редактировать конец выбранного сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-SET-TURN,optimized,WS-RING,task,Задать явный тип поворота сегмента,Задать явный тип поворота сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-SET-LONG,optimized,WS-RING,task,Задать продольный профиль по конечной высоте,Задать продольный профиль по конечной высоте,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-SET-CROSSFALL,optimized,WS-RING,task,Задать поперечный уклон одним параметром,Задать поперечный уклон одним параметром,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-CHECK-SEAM,optimized,WS-RING,task,Проверить шов и автозамыкание,Проверить шов и автозамыкание,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-GENERATE-PREVIEW,optimized,WS-RING,task,Сгенерировать предварительный просмотр,Сгенерировать предварительный просмотр,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-EXPORT,optimized,WS-RING,task,Экспортировать сценарий,Экспортировать сценарий,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-TASK-HANDOFF-SUITE,optimized,WS-RING,task,Передать сценарий в набор испытаний,Передать сценарий в набор испытаний,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CHECK-EMPTY,optimized,WS-RING,check,"Проверка, что сценарий создан и сегменты существуют","Проверка, что сценарий создан и сегменты существуют",none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CHECK-TURN,optimized,WS-RING,check,"Проверка, что поворот задан явно, а не выведен по телеметрии","Проверка, что поворот задан явно, а не выведен по телеметрии",none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CHECK-LONG,optimized,WS-RING,check,Проверка продольного профиля по началу и концам сегментов,Проверка продольного профиля по началу и концам сегментов,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CHECK-CROSSFALL,optimized,WS-RING,check,Проверка единственного параметра поперечного уклона,Проверка единственного параметра поперечного уклона,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CHECK-SEAM,optimized,WS-RING,check,Проверка шва последний → первый,Проверка шва последний → первый,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-CHECK-EXPORT,optimized,WS-RING,check,Проверка актуальности export artifacts,Проверка актуальности export artifacts,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BLOCK-EMPTY,optimized,WS-RING,block,Сценарий пуст: нет сегментов для генерации и экспорта,Сценарий пуст: нет сегментов для генерации и экспорта,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BLOCK-FIELDS,optimized,WS-RING,block,Не заполнены обязательные поля сегмента,Не заполнены обязательные поля сегмента,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BLOCK-SEAM,optimized,WS-RING,block,Шов кольца не согласован,Шов кольца не согласован,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-BLOCK-EXPORT-STALE,optimized,WS-RING,block,Экспорт устарел после правки сценария,Экспорт устарел после правки сценария,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FEEDBACK-SELECTION-SYNC,optimized,WS-RING,feedback,"Выбор сегмента синхронно виден в списке, плане, профиле и inspector","Выбор сегмента синхронно виден в списке, плане, профиле и inspector",none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FEEDBACK-PLAN-PROFILE,optimized,WS-RING,feedback,"План кольца, продольный профиль и поперечный уклон обновлены синхронно","План кольца, продольный профиль и поперечный уклон обновлены синхронно",none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FEEDBACK-TURN,optimized,WS-RING,feedback,Явный тип поворота сегмента виден текстом и графически,Явный тип поворота сегмента виден текстом и графически,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FEEDBACK-SEAM,optimized,WS-RING,feedback,Статус шва кольца виден на текущем экране,Статус шва кольца виден на текущем экране,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FEEDBACK-AUTOCLOSE,optimized,WS-RING,feedback,Последний сегмент автозамыкается на сегмент 0 и помечен как locked,Последний сегмент автозамыкается на сегмент 0 и помечен как locked,none,low,Семантика понятна и не требует переписывания.,keep,5
RG-FEEDBACK-EXPORT,optimized,WS-RING,feedback,Экспорт сценария и связанные артефакты готовы и видимы,Экспорт сценария и связанные артефакты готовы и видимы,none,low,Семантика понятна и не требует переписывания.,keep,5
