REQ_ID,TITLE,CATEGORY,PRIORITY,STATUS,SOURCE_IDS,SCREEN_IDS,UI_IDS,ACC_IDS,TST_IDS,NOTES
REQ-026,StageRunner и distributed coordinator поддерживаются как разные execution engines с общим objective-contract и явной history semantics,optimization,P1,covered_partially,SRC-016;SRC-023;SRC-024,OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08,OPT-TXT-TITLE;OPT-BADGE-BASELINE-ID;OPT-BADGE-OBJECTIVE-HASH;OPT-TXT-MODE;OPT-BTN-OPEN-BASELINE;OPT-BTN-OPEN-ANALYSIS;OPT-BTN-OPEN-ANIMATOR;OPT-PATH-BASELINE-CONTRACT;OPT-BADGE-BASELINE-SOURCE;OPT-BADGE-SNAPSHOT-HASH;OPT-BADGE-OBJECTIVE-VERSION;OPT-TXT-OBJECTIVE-STACK;OPT-TXT-HARD-GATE;OPT-BADGE-CONTRACT-DRIFT;OPT-BTN-SHOW-BASELINE-CONTRACT;OPT-BTN-SHOW-OBJECTIVE-CONTRACT;OPT-CARD-OBJECTIVE-ORDER;OPT-CARD-HARD-GATE;OPT-CARD-HASH-PAYLOAD;OPT-RAD-STAGE,ACC-026,TST-026,"Engine-специфичные ручки разрешены, но function-of-quality и history contracts должны быть согласованы."
REQ-027,"Stage-specific influence summary, seed budgeting и promotion policy должны быть видимы и объяснимы на текущем экране",optimization,P1,covered,SRC-016;SRC-023,OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08,OPT-TXT-TITLE;OPT-BADGE-BASELINE-ID;OPT-BADGE-OBJECTIVE-HASH;OPT-TXT-MODE;OPT-BTN-OPEN-BASELINE;OPT-BTN-OPEN-ANALYSIS;OPT-BTN-OPEN-ANIMATOR;OPT-PATH-BASELINE-CONTRACT;OPT-BADGE-BASELINE-SOURCE;OPT-BADGE-SNAPSHOT-HASH;OPT-BADGE-OBJECTIVE-VERSION;OPT-TXT-OBJECTIVE-STACK;OPT-TXT-HARD-GATE;OPT-BADGE-CONTRACT-DRIFT;OPT-BTN-SHOW-BASELINE-CONTRACT;OPT-BTN-SHOW-OBJECTIVE-CONTRACT;OPT-CARD-OBJECTIVE-ORDER;OPT-CARD-HARD-GATE;OPT-CARD-HASH-PAYLOAD;OPT-RAD-STAGE,ACC-027,TST-027,Политика по стадиям показывается пользователю как first-class stage surface.
REQ-028,"WS-ANALYSIS работает только от selected run contract и explicit compare contract, а не от live runtime-state",analysis,P0,covered,SRC-017;SRC-023;SRC-024,AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08,AN-TXT-TITLE;AN-BADGE-RUN-ID;AN-BADGE-RUN-MODE;AN-BADGE-BASELINE-HASH;AN-BADGE-OBJECTIVE-HASH;AN-BADGE-SNAPSHOT-HASH;AN-BTN-OPEN-HISTORY;AN-BTN-OPEN-DIAGNOSTICS;AN-TXT-CONTRACT-TITLE;AN-FLD-RUN-STATUS;AN-FLD-RUN-START;AN-FLD-RUN-END;AN-FLD-HARD-GATE-KEY;AN-FLD-HARD-GATE-TOL;AN-FLD-BEST-CANDIDATE;AN-BANNER-MISMATCH;AN-TABLE-CONTRACT-DIMS;AN-BTN-OPEN-BASELINE;AN-BTN-BUILD-COMPARE;AN-BTN-TO-RESULTS,ACC-028,TST-028,Analysis всегда rooted in historical run context.
REQ-029,"WS-ANIMATOR открывается только по explicit analysis context и explicit artifact pointers, не rebindится молча к текущему проекту",animator,P0,covered,SRC-018;SRC-023;SRC-024,AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08,AM-TXT-TITLE;AM-BADGE-RUN-ID;AM-BADGE-RUN-MODE;AM-BADGE-BASELINE;AM-BADGE-OBJECTIVE;AM-BADGE-TRUTH;AM-BADGE-COMPARE;AM-BTN-OPEN-DIAG;AM-BTN-CAPTURE;AM-LBL-TESTS;AM-LIST-TESTS;AM-LBL-SEGMENTS;AM-LIST-SEGMENTS;AM-LBL-OBJECTS;AM-TREE-OBJECTS;AM-LBL-ARTIFACTS;AM-TREE-ARTIFACTS;AM-TXT-SELPATH;AM-TXT-STALELINK;AM-FILTER-TEST,ACC-029,TST-029,Animator is consumer of frozen analysis context and truthful graphics contract.
REQ-030,Для цилиндров full-truth body/rod/piston разрешён только при complete packaging passport; иначе только axis-only honesty mode,animator,P0,covered_partially,SRC-002;SRC-012;SRC-018;SRC-025;SRC-026,AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08,AM-TXT-TITLE;AM-BADGE-RUN-ID;AM-BADGE-RUN-MODE;AM-BADGE-BASELINE;AM-BADGE-OBJECTIVE;AM-BADGE-TRUTH;AM-BADGE-COMPARE;AM-BTN-OPEN-DIAG;AM-BTN-CAPTURE;AM-LBL-TESTS;AM-LIST-TESTS;AM-LBL-SEGMENTS;AM-LIST-SEGMENTS;AM-LBL-OBJECTS;AM-TREE-OBJECTS;AM-LBL-ARTIFACTS;AM-TREE-ARTIFACTS;AM-TXT-SELPATH;AM-TXT-STALELINK;AM-FILTER-TEST,ACC-030,TST-030,Cylinder body/rod/piston full-truth gated by packaging passport completeness.
REQ-031,"Animator и схемы обязаны показывать источник представления, truth warnings и export/capture provenance",animator,P0,covered,SRC-012;SRC-018;SRC-024,AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08,AM-TXT-TITLE;AM-BADGE-RUN-ID;AM-BADGE-RUN-MODE;AM-BADGE-BASELINE;AM-BADGE-OBJECTIVE;AM-BADGE-TRUTH;AM-BADGE-COMPARE;AM-BTN-OPEN-DIAG;AM-BTN-CAPTURE;AM-LBL-TESTS;AM-LIST-TESTS;AM-LBL-SEGMENTS;AM-LIST-SEGMENTS;AM-LBL-OBJECTS;AM-TREE-OBJECTS;AM-LBL-ARTIFACTS;AM-TREE-ARTIFACTS;AM-TXT-SELPATH;AM-TXT-STALELINK;AM-FILTER-TEST,ACC-031,TST-031,Любая capture/export поверхность несёт provenance manifest.
REQ-032,"WS-DIAGNOSTICS потребляет explicit evidence manifest, health report, selfcheck и SEND bundle contract",diagnostics,P0,covered,SRC-019;SRC-024,DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08,DI-TXT-TITLE;DI-BADGE-BUNDLE-MODE;DI-BADGE-LAST-BUNDLE;DI-BADGE-LAST-SHA;DI-BADGE-READY-SOURCE;DI-BADGE-HEALTH;DI-BTN-COLLECT;DI-BTN-OPEN-LATEST;DI-BTN-RERUN-SELFCHECK;DI-BTN-SHOW-EVIDENCE;DI-BTN-HELP;DI-BTN-PARAMETERS;DI-BTN-INSTRUMENTS;DI-TXT-BROWSER;DI-TREE-SOURCES;DI-CARD-SELECTED-RUN;DI-BADGE-RUN-ID;DI-BADGE-RUN-MODE;DI-BADGE-OBJECTIVE;DI-BADGE-BASELINE,ACC-032,TST-032,"Diagnostics is first-class operational surface with preview, health and SEND bundle contract."
REQ-033,"Latest bundle, SHA256, interpreter provenance и freshness обязаны быть видимы пользователю",diagnostics,P1,covered,SRC-019;SRC-024,DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08,DI-TXT-TITLE;DI-BADGE-BUNDLE-MODE;DI-BADGE-LAST-BUNDLE;DI-BADGE-LAST-SHA;DI-BADGE-READY-SOURCE;DI-BADGE-HEALTH;DI-BTN-COLLECT;DI-BTN-OPEN-LATEST;DI-BTN-RERUN-SELFCHECK;DI-BTN-SHOW-EVIDENCE;DI-BTN-HELP;DI-BTN-PARAMETERS;DI-BTN-INSTRUMENTS;DI-TXT-BROWSER;DI-TREE-SOURCES;DI-CARD-SELECTED-RUN;DI-BADGE-RUN-ID;DI-BADGE-RUN-MODE;DI-BADGE-OBJECTIVE;DI-BADGE-BASELINE,ACC-033,TST-033,SEND bundle surfacing обязан быть explainable and auditable.
REQ-034,"У каждого значимого поля, кнопки, графика, предупреждения и столбца есть tooltip и знак вопроса с развёрнутым help",help,P0,covered,SRC-000;SRC-007;SRC-021,RING-SCR-01;RING-SCR-02;RING-SCR-03;RING-SCR-04;SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06;BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07;OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08;AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06;SHELL-SCR-01;SETTINGS-SCR-01;TOOLS-SCR-01,RG-FLD-SCENARIO-NAME;RG-FLD-CLOSURE-POLICY;RG-FLD-V0;RG-FLD-DX;RG-FLD-LAPS;RG-FLD-SEED;RG-FLD-ROAD-WIDTH;RG-BTN-GENERATE-PREVIEW;RG-SEGMENT-LIST;RG-BTN-ADD-SEGMENT;RG-BTN-DUP-SEGMENT;RG-BTN-DELETE-SEGMENT,ACC-034,TST-034,"Tooltip/help — обязательный слой, но не единственный носитель смысла."
REQ-035,Обозначения без названия и значения без единиц измерения запрещены,help,P0,covered,SRC-000;SRC-006;SRC-007,RING-SCR-01;RING-SCR-02;RING-SCR-03;RING-SCR-04;SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06;BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07;OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08;AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06;SHELL-SCR-01;SETTINGS-SCR-01;TOOLS-SCR-01,RG-FLD-SCENARIO-NAME;RG-FLD-CLOSURE-POLICY;RG-FLD-V0;RG-FLD-DX;RG-FLD-LAPS;RG-FLD-SEED;RG-FLD-ROAD-WIDTH;RG-BTN-GENERATE-PREVIEW;RG-SEGMENT-LIST;RG-BTN-ADD-SEGMENT;RG-BTN-DUP-SEGMENT;RG-BTN-DELETE-SEGMENT,ACC-035,TST-035,Все user-facing инженерные величины подписаны названием и единицей измерения.
REQ-036,"Значимые графические surfaces интерактивны и синхронизированы с деревом, inspector, таблицами и графиками",interaction,P0,covered,SRC-000;SRC-007;SRC-013;SRC-021,RING-SCR-01;RING-SCR-02;RING-SCR-03;RING-SCR-04;AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,RG-FLD-SCENARIO-NAME;RG-FLD-CLOSURE-POLICY;RG-FLD-V0;RG-FLD-DX;RG-FLD-LAPS;RG-FLD-SEED;RG-FLD-ROAD-WIDTH;RG-BTN-GENERATE-PREVIEW;RG-SEGMENT-LIST;RG-BTN-ADD-SEGMENT;RG-BTN-DUP-SEGMENT;RG-BTN-DELETE-SEGMENT;RG-BTN-INSERT-BEFORE;RG-BTN-INSERT-AFTER;RG-BTN-MOVE-UP;RG-BTN-MOVE-DOWN;RG-SEAM-BADGE;RING-MESSAGE-BAR;RG-PLAN-VIEW;RG-PLAN-LEGEND,ACC-036,TST-036,Selection sync и two-way reveal обязательны.
REQ-037,"Пневмосхема/мнемосхема обязана показывать направление, давление, расход и статусы дискретных элементов",pneumatics,P1,covered_partially,SRC-000;SRC-007;SRC-021,AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,AN-TXT-TITLE;AN-BADGE-RUN-ID;AN-BADGE-RUN-MODE;AN-BADGE-BASELINE-HASH;AN-BADGE-OBJECTIVE-HASH;AN-BADGE-SNAPSHOT-HASH;AN-BTN-OPEN-HISTORY;AN-BTN-OPEN-DIAGNOSTICS;AN-TXT-CONTRACT-TITLE;AN-FLD-RUN-STATUS;AN-FLD-RUN-START;AN-FLD-RUN-END;AN-FLD-HARD-GATE-KEY;AN-FLD-HARD-GATE-TOL;AN-FLD-BEST-CANDIDATE;AN-BANNER-MISMATCH;AN-TABLE-CONTRACT-DIMS;AN-BTN-OPEN-BASELINE;AN-BTN-BUILD-COMPARE;AN-BTN-TO-RESULTS,ACC-037,TST-037,"Графическая пневматика обязательна, но producer/runtime evidence частично открыт."
REQ-038,Диапазоны как first-class сущности редактируются dual-range control или эквивалентом с точными полями,inputs,P1,covered,SRC-000;SRC-021,OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,OPT-TXT-TITLE;OPT-BADGE-BASELINE-ID;OPT-BADGE-OBJECTIVE-HASH;OPT-TXT-MODE;OPT-BTN-OPEN-BASELINE;OPT-BTN-OPEN-ANALYSIS;OPT-BTN-OPEN-ANIMATOR;OPT-PATH-BASELINE-CONTRACT;OPT-BADGE-BASELINE-SOURCE;OPT-BADGE-SNAPSHOT-HASH;OPT-BADGE-OBJECTIVE-VERSION;OPT-TXT-OBJECTIVE-STACK;OPT-TXT-HARD-GATE;OPT-BADGE-CONTRACT-DRIFT;OPT-BTN-SHOW-BASELINE-CONTRACT;OPT-BTN-SHOW-OBJECTIVE-CONTRACT;OPT-CARD-OBJECTIVE-ORDER;OPT-CARD-HARD-GATE;OPT-CARD-HASH-PAYLOAD;OPT-RAD-STAGE,ACC-038,TST-038,Min/max как first-class control нельзя прятать в неочевидные advanced dialogs.
REQ-039,"Длительные операции показывают progress на текущем экране, а shell strip дублирует его только как вторичный сигнал",shell,P0,covered,SRC-000;SRC-016;SRC-019;SRC-020;SRC-024,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07;OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;SHELL-SCR-01,BL-TXT-TITLE;BL-BADGE-SNAPSHOT-ID;BL-TXT-ACTIVE-BASELINE;BL-BTN-OPEN-SUITE;BL-BTN-OPEN-DIAG;BL-TXT-SNAPSHOT-PATH;BL-BADGE-SNAPSHOT-HASH;BL-BADGE-SNAPSHOT-VALIDATION;BL-TXT-SNAPSHOT-COUNTS;BL-BADGE-SNAPSHOT-STALE;BL-CARD-RING-COVERAGE;BL-CARD-STAGE-COVERAGE;BL-BTN-OPEN-SNAPSHOT;BL-BTN-REFRESH-SNAPSHOT;BL-BTN-SHOW-SNAPSHOT-MANIFEST;BL-FLD-SOURCE-KIND;BL-PATH-SOURCE-REF;BL-BADGE-SOURCE-COMPAT;BL-CARD-SOURCE-DELTA;BL-CARD-SOURCE-METRICS,ACC-039,TST-039,Прогресс не может жить только внизу окна или только в логах.
REQ-040,Current-vs-historical и mismatch состояния вынесены в явные banners и compare policies,analysis,P1,covered,SRC-017;SRC-023;SRC-024,AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08,AN-TXT-TITLE;AN-BADGE-RUN-ID;AN-BADGE-RUN-MODE;AN-BADGE-BASELINE-HASH;AN-BADGE-OBJECTIVE-HASH;AN-BADGE-SNAPSHOT-HASH;AN-BTN-OPEN-HISTORY;AN-BTN-OPEN-DIAGNOSTICS;AN-TXT-CONTRACT-TITLE;AN-FLD-RUN-STATUS;AN-FLD-RUN-START;AN-FLD-RUN-END;AN-FLD-HARD-GATE-KEY;AN-FLD-HARD-GATE-TOL;AN-FLD-BEST-CANDIDATE;AN-BANNER-MISMATCH;AN-TABLE-CONTRACT-DIMS;AN-BTN-OPEN-BASELINE;AN-BTN-BUILD-COMPARE;AN-BTN-TO-RESULTS,ACC-040,TST-040,Historical/current drift всегда объясним через banners.
REQ-041,Производительность обязана быть доказуемой trace-артефактами; скрытые панели и фоновые web-surface не крадут budget playback,performance,P0,covered_partially,SRC-000;SRC-005;SRC-024,AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;SHELL-SCR-01,AM-TXT-TITLE;AM-BADGE-RUN-ID;AM-BADGE-RUN-MODE;AM-BADGE-BASELINE;AM-BADGE-OBJECTIVE;AM-BADGE-TRUTH;AM-BADGE-COMPARE;AM-BTN-OPEN-DIAG;AM-BTN-CAPTURE;AM-LBL-TESTS;AM-LIST-TESTS;AM-LBL-SEGMENTS;AM-LIST-SEGMENTS;AM-LBL-OBJECTS;AM-TREE-OBJECTS;AM-LBL-ARTIFACTS;AM-TREE-ARTIFACTS;AM-TXT-SELPATH;AM-TXT-STALELINK;AM-FILTER-TEST,ACC-041,TST-041,"Post-run CPU load, browser trace и viewport gating остаются acceptance-critical."
REQ-042,"Producer-side hardpoints, solver_points и cylinder packaging contract остаются P0 до доказанного runtime evidence",truth_contract,P0,covered_partially,SRC-000;SRC-002;SRC-005;SRC-024;SRC-026,AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06,AM-TXT-TITLE;AM-BADGE-RUN-ID;AM-BADGE-RUN-MODE;AM-BADGE-BASELINE;AM-BADGE-OBJECTIVE;AM-BADGE-TRUTH;AM-BADGE-COMPARE;AM-BTN-OPEN-DIAG;AM-BTN-CAPTURE;AM-LBL-TESTS;AM-LIST-TESTS;AM-LBL-SEGMENTS;AM-LIST-SEGMENTS;AM-LBL-OBJECTS;AM-TREE-OBJECTS;AM-LBL-ARTIFACTS;AM-TREE-ARTIFACTS;AM-TXT-SELPATH;AM-TXT-STALELINK;AM-FILTER-TEST,ACC-042,TST-042,Без этого запрещена полная truthful 3D geometry.
REQ-043,"Специализированные окна Desktop Animator, Compare Viewer и Desktop Mnemo остаются отдельными top-level surfaces",shell,P1,covered,SRC-000;SRC-007;SRC-020,RING-SCR-01;RING-SCR-02;RING-SCR-03;RING-SCR-04;SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06;BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07;OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08;AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06;SHELL-SCR-01;SETTINGS-SCR-01;TOOLS-SCR-01,,ACC-043,TST-043,Specialized windows не схлопываются в случайные вкладки.
REQ-044,Скрытые expert/legacy-маршруты запрещены; незавершённые элементы маркируются «В разработке»,governance,P0,covered,SRC-000;SRC-007,RING-SCR-01;RING-SCR-02;RING-SCR-03;RING-SCR-04;SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06;BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07;OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08;AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06;SHELL-SCR-01;SETTINGS-SCR-01;TOOLS-SCR-01,RG-FLD-SCENARIO-NAME;RG-FLD-CLOSURE-POLICY;RG-FLD-V0;RG-FLD-DX;RG-FLD-LAPS;RG-FLD-SEED;RG-FLD-ROAD-WIDTH;RG-BTN-GENERATE-PREVIEW;RG-SEGMENT-LIST;RG-BTN-ADD-SEGMENT;RG-BTN-DUP-SEGMENT;RG-BTN-DELETE-SEGMENT,ACC-044,TST-044,Legacy route не должен становиться скрытым обязательным маршрутом.
REQ-045,"Пакет для CODEX обязан быть recipient-neutral, самодостаточным, с traceability, lint и reconciliation backlog without rediscovery",package_governance,P0,covered,SRC-000;SRC-004;SRC-020;SRC-021;SRC-022;SRC-023;SRC-024;SRC-025;SRC-026,RING-SCR-01;RING-SCR-02;RING-SCR-03;RING-SCR-04;SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06;BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07;OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08;AN-SCR-01;AN-SCR-02;AN-SCR-03;AN-SCR-04;AN-SCR-05;AN-SCR-06;AN-SCR-07;AN-SCR-08;AM-SCR-01;AM-SCR-02;AM-SCR-03;AM-SCR-04;AM-SCR-05;AM-SCR-06;AM-SCR-07;AM-SCR-08;DI-SCR-01;DI-SCR-02;DI-SCR-03;DI-SCR-04;DI-SCR-05;DI-SCR-06;DI-SCR-07;DI-SCR-08;PROJECT-SCR-01;PROJECT-SCR-02;PROJECT-SCR-03;INPUTS-SCR-01;INPUTS-SCR-02;INPUTS-SCR-03;INPUTS-SCR-04;INPUTS-SCR-05;INPUTS-SCR-06;SHELL-SCR-01;SETTINGS-SCR-01;TOOLS-SCR-01,,ACC-045,TST-045,CODEX не должен заново исследовать проект вместо реализации.
REQ-046,"Стартовый shell обязан показывать один доминирующий 8-шаговый маршрут, а не каталог равноправных входов",shell,P0,covered,SRC-007;SRC-020;SRC-021;SRC-032,SHELL-SCR-01;PROJECT-SCR-01;PROJECT-SCR-03,SH-ROUTE-LADDER;SH-ADVANCED-LAUNCH-GROUP;PR-CARD-NEXT-ACTION;PR-CARD-PIPELINE,ACC-046,TST-046,Launcher hierarchy actualized from V10 report-only findings.
REQ-047,Редактор кольца должен быть явно выделен как доминирующий сценарный центр и единственный editable source-of-truth сценариев,scenario,P0,covered,SRC-007;SRC-013;SRC-025;SRC-032,PROJECT-SCR-01;PROJECT-SCR-03;RING-SCR-01;RING-SCR-02;RING-SCR-03;RING-SCR-04,PR-BTN-GO-RING;RG-FLD-SCENARIO-NAME;RG-SEGMENT-LIST;RG-BTN-GENERATE-PREVIEW,ACC-047,TST-047,V10 requires ring editor to dominate stronger than current launcher impression.
REQ-048,Диагностика должна иметь один доминирующий маршрут; отправка результатов является вложенным действием после готового bundle,diagnostics,P0,covered,SRC-007;SRC-019;SRC-032,SHELL-SCR-01;DI-SCR-01;DI-SCR-07,SH-DIAGNOSTICS;DI-BTN-BUILD;DI-BTN-SEND-MANUAL;DI-BADGE-SEND-READY,ACC-048,TST-048,Send-results is not separate primary launcher route.
REQ-049,"Встроенное сравнение в Analysis является основным compare-route, а Compare Viewer — расширенным режимом из Analysis",analysis,P1,covered,SRC-017;SRC-024;SRC-032,AN-SCR-01;AN-SCR-02;AN-SCR-06,AN-BTN-BUILD-COMPARE;AN-TXT-COMPARE-TITLE;AN-CANVAS-COMPARE;AN-BTN-EXPORT-COMPARE,ACC-049,TST-049,Compare Viewer remains top-level specialized surface but loses equal first-minute priority.
