PAR_ID,FIELD_ID,FULL_NAME_RU,SHORT_NAME_RU,SYMBOL,UNIT,DATA_TYPE,STORAGE_FORMAT,INPUT_FORMAT,ALLOWED_VALUES,DEFAULT_VALUE,DEPENDENCIES,GROUP_ID,SOURCE_OF_TRUTH,CODE_LOCATION,GUI_SURFACES,ROLE_IN_LOGIC,VISIBILITY_ROLE,EDITABILITY,ACCESSIBILITY,WHY_AVAILABLE_OR_NOT,DERIVED_PRESENTATIONS,LEGENDS_AND_INDICATORS,TEST_AND_ACCEPTANCE_LINKS,STATUS,SOURCE_ID
PAR-0117,BL-FLD-METRIC-PITCH-PEAK,"Пиковый тангаж, градусы","Пиковый тангаж, градусы",,градусы,number,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Reference-метрика тангажа по baseline run.,result,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0118,BL-FLD-METRIC-ENERGY,"Энергия дросселирования, миллиджоули","Энергия дросселирования, миллиджоули",,мДж,number,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Reference-метрика потерь на дросселях по baseline.,result,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0119,BL-FLD-ACCEPTANCE-VERDICT,Вердикт принятия baseline,Вердикт принятия baseline,,not_applicable,enum,as_declared,enum,accept|review|reject,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Итоговый вердикт принятия завершённого baseline run.,result,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0120,BL-FLD-HISTORY-RUN-ID,Идентификатор строки истории baseline,Идентификатор строки истории baseline,,not_applicable,text,as_declared,string,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Идентификатор baseline run в истории.,history,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0121,BL-FLD-HISTORY-SOURCE-KIND,Тип источника baseline в истории,Тип источника baseline в истории,,not_applicable,enum,as_declared,enum,default_base|baseline_best|history_run|imported_file,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Источник, из которого был собран baseline на тот момент.",history,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0122,BL-FLD-HISTORY-SNAPSHOT-HASH,Hash snapshot в истории,Hash snapshot в истории,,not_applicable,hash,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Hash validated snapshot, использованного историческим baseline run.",history,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-015
PAR-0123,BL-FLD-HISTORY-CONTRACT-HASH,Hash active baseline contract,Hash active baseline contract,,not_applicable,hash,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Hash контракта baseline, переданного в optimization.",history,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-015
PAR-0124,BL-FLD-HISTORY-GENERATED-AT,Время baseline run в истории,Время baseline run в истории,,UTC,timestamp,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Когда был сформирован baseline run в истории.,history,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0125,BL-FLD-HISTORY-COMPARE-MODE,Режим сравнения baseline,Режим сравнения baseline,,not_applicable,enum,as_declared,enum,against_active|against_default|against_selected,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Определяет, с чем сравнивать выбранный baseline в истории.",history,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0126,BL-FLD-HANDOFF-READY,Готовность handoff в optimization,Готовность handoff в optimization,,not_applicable,enum,as_declared,enum,ready|warning|blocked,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Можно ли открыть WS-OPTIMIZATION с текущим baseline contract.,handoff,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0127,BL-FLD-ACTIVE-CONTRACT-HASH,Hash active baseline contract,Hash active baseline contract,,not_applicable,hash,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Hash активного baseline contract, который читает optimization.",handoff,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-015
PAR-0128,BL-FLD-ACTIVE-CONTRACT-PATH,Путь к active baseline contract,Путь к active baseline contract,,not_applicable,path,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Путь к active_baseline_contract.json.,handoff,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0129,BL-FLD-HANDOFF-SNAPSHOT-HASH,Hash snapshot для handoff,Hash snapshot для handoff,,not_applicable,hash,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Какой snapshot сопровождает baseline contract в optimization handoff.,handoff,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-015
PAR-0130,BL-FLD-HANDOFF-BLOCKERS,Blockers handoff,Blockers handoff,,not_applicable,list,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Список причин, почему optimization пока нельзя запускать с этим baseline.",handoff,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0131,BL-FLD-HANDOFF-PAYLOAD,Состав handoff payload,Состав handoff payload,,not_applicable,object,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Список путей и hash-ов, которые получает WS-OPTIMIZATION.",handoff,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0132,BL-FLD-BASELINE-BEST-PATH,Путь к baseline_best.json,Путь к baseline_best.json,,not_applicable,path,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Канонический файл накопительного baseline_best.,baseline_source,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0133,BL-FLD-BASELINE-MANIFEST-PATH,Путь к baseline_input_manifest.json,Путь к baseline_input_manifest.json,,not_applicable,path,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Манифест входов baseline run для трассировки.,run_setup,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0134,BL-FLD-PER-TEST-RESULT-CSV,Путь к baseline CSV результатов,Путь к baseline CSV результатов,,not_applicable,path,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,CSV с результатами baseline по строкам snapshot.,result,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0135,BL-FLD-RUN-DIR,Каталог baseline run,Каталог baseline run,,not_applicable,path,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,"Каталог, где baseline пишет артефакты и progress.",run_setup,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0136,BL-FLD-LOG-PATH,Путь к журналу baseline,Путь к журналу baseline,,not_applicable,path,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Путь к log-файлу текущего baseline run.,run_progress,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0137,BL-FLD-IMPORT-COMPAT-MODE,Режим проверки импортированного baseline,Режим проверки импортированного baseline,,not_applicable,enum,as_declared,enum,strict|relaxed,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Правило проверки импортированного baseline перед принятием в active.,baseline_source,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0138,BL-FLD-SNAPSHOT-VALIDATION-PROFILE,Профиль проверки snapshot,Профиль проверки snapshot,,not_applicable,enum,as_declared,enum,standard|strict|release,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Какой validation profile использовался при сборке snapshot.,global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0139,BL-FLD-RING-SCENARIO-COUNT,Количество ring-linked сценариев,Количество ring-linked сценариев,,шт.,integer,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Сколько дорожных сценариев из WS-RING входит в snapshot.,global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0140,BL-FLD-TEMPLATE-TEST-COUNT,Количество template-строк,Количество template-строк,,шт.,integer,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Сколько template-испытаний без сценарной геометрии входит в snapshot.,global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0141,BL-FLD-STALE-CAUSE,Причина устаревания active baseline,Причина устаревания active baseline,,not_applicable,enum,as_declared,enum,snapshot_newer|source_missing|schema_mismatch|none,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Почему baseline или snapshot считаются устаревшими относительно друг друга.,baseline_source,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0142,BL-FLD-REVIEW-REQUIRED,Требуется ли ручной review перед заменой,Требуется ли ручной review перед заменой,,not_applicable,boolean,as_declared,as_declared,true|false,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Нужен ли ручной review после baseline run перед заменой active baseline.,baseline_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0143,BL-FLD-RESULT-DELTA-TO-ACTIVE,Дельта метрик к active baseline,Дельта метрик к active baseline,,not_applicable,object,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Разница между завершённым прогоном и текущим active baseline.,result,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0144,BL-FLD-HISTORY-RESTORE-STATE,Готовность строки истории к восстановлению,Готовность строки истории к восстановлению,,not_applicable,enum,as_declared,enum,ready|warning|blocked,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Можно ли сделать выбранную строку активным baseline прямо сейчас.,history,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0145,BL-FLD-OPTIMIZATION-ROUTE,Маршрут следующего шага,Маршрут следующего шага,,not_applicable,enum,as_declared,enum,ws_optimization|ws_analysis|ws_animator,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Какой следующий маршрут доступен с текущим baseline contract.,handoff,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0146,BL-FLD-DIAGNOSTICS-LINK,Переход к диагностике baseline,Переход к диагностике baseline,,not_applicable,route,as_declared,as_declared,,,,GRP-BASELINE,active_baseline_contract.json,active_baseline_contract.json; baseline history,WS-BASELINE,Быстрый переход к диагностике из WS-BASELINE.,global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-BASELINE; downstream access определяется pipeline matrix.,,,,covered,SRC-015
PAR-0147,OPT-FLD-BASELINE-ID,Идентификатор active baseline,Идентификатор active baseline,,not_applicable,uuid,as_declared,as_declared,,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,"Устойчивый идентификатор активного baseline, который пришёл из WS-BASELINE.",global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0148,OPT-FLD-BASELINE-HASH,Hash active baseline,Hash active baseline,,not_applicable,hash,as_declared,as_declared,,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,"Hash baseline payload, который уходит в optimization contract.",global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-016
PAR-0149,OPT-FLD-BASELINE-SOURCE-KIND,Источник active baseline,Источник active baseline,,not_applicable,enum,as_declared,enum,default_base|baseline_best|history_run|imported_file,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Откуда взят текущий baseline для optimization run.,global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0150,OPT-FLD-SNAPSHOT-HASH,Hash validated snapshot,Hash validated snapshot,,not_applicable,hash,as_declared,as_declared,,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,"Hash validated snapshot, от которого зависит постановка optimization задачи.",global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-016
PAR-0151,OPT-FLD-OBJECTIVE-CONTRACT-ID,Идентификатор objective contract,Идентификатор objective contract,,not_applicable,uuid,as_declared,as_declared,,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Устойчивый идентификатор objective contract.,objective_contract,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0152,OPT-FLD-OBJECTIVE-CONTRACT-HASH,Hash objective contract,Hash objective contract,,not_applicable,hash,as_declared,as_declared,,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Hash ordered objective stack и hard gate.,objective_contract,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered_partially,SRC-016
PAR-0153,OPT-FLD-OBJECTIVE-STACK,Стек целевых показателей,Стек целевых показателей,,not_applicable,array[text],as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,"Упорядоченный список целевых показателей, по которым ранжируются run и кандидаты.",objective_contract,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0154,OPT-FLD-HARD-GATE-KEY,Ключ жёсткого ограничения,Ключ жёсткого ограничения,,not_applicable,text,as_declared,string,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,"Ключ hard gate, который запрещает физически неприемлемые кандидаты.",objective_contract,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0155,OPT-FLD-HARD-GATE-TOL,Порог жёсткого ограничения,Порог жёсткого ограничения,,доля единицы или метрика,number,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Численный порог hard gate по текущему ключу.,objective_contract,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0156,OPT-FLD-ACTIVE-MODE,Активный режим оптимизации,Активный режим оптимизации,,not_applicable,enum,as_declared,enum,stage_runner|distributed_coordinator,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Какой optimization engine сейчас активен на экране.,global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0157,OPT-FLD-READY-STATE,Готовность запуска optimization,Готовность запуска optimization,,not_applicable,enum,as_declared,enum,ready|warning|blocked,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Можно ли стартовать выбранный режим без блокеров.,global,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0158,OPT-FLD-RUN-NAME,Имя optimization run,Имя optimization run,,not_applicable,text,as_declared,string,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Имя каталога и карточки текущего optimization run.,launch,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0159,OPT-FLD-RUN-DIR,Каталог optimization run,Каталог optimization run,,not_applicable,path,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Путь к каталогу текущего или выбранного optimization run.,launch,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0160,OPT-FLD-OPT-MINUTES,Лимит времени оптимизации,Лимит времени оптимизации,,минуты,number,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Общий бюджет времени staged optimization.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0161,OPT-FLD-JOBS,Параллельные задания,Параллельные задания,,шт.,integer,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Сколько worker-процессов разрешено использовать локально.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0162,OPT-FLD-WARMSTART,Режим warm-start,Режим warm-start,,not_applicable,enum,as_declared,enum,surrogate|archive|none,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Как StageRunner получает стартовую элиту.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0163,OPT-FLD-SURR-SAMPLES,Число surrogate samples,Число surrogate samples,,шт.,integer,as_declared,as_declared,,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Количество образцов для быстрого surrogate warm-start.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0164,OPT-FLD-SURR-TOPK,Размер элиты surrogate top-k,Размер элиты surrogate top-k,,шт.,integer,as_declared,as_declared,,,,GRP-OPT-CONTRACT,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Сколько лучших surrogate-кандидатов остаётся в начальной элите.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0165,OPT-FLD-SEED-CANDIDATES,Seed кандидатов,Seed кандидатов,,шт.,integer,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Сколько стартовых candidate seeds собирать на stage path.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0166,OPT-FLD-SEED-CONDITIONS,Seed условий,Seed условий,,шт.,integer,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Сколько seed-условий для стохастических или исторических веток использовать.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0167,OPT-FLD-SORT-TESTS,Сортировать тесты по стоимости,Сортировать тесты по стоимости,,not_applicable,boolean,as_declared,as_declared,true|false,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,"Если включено, дешёвые тесты идут раньше и быстрее отсекают мусор.",stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0168,OPT-FLD-STOP-PEN-1,Порог ранней остановки stage1,Порог ранней остановки stage1,,штраф,number,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,При превышении этого штрафа stage1 может рано обрезать кандидата.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0169,OPT-FLD-STOP-PEN-2,Порог ранней остановки stage2,Порог ранней остановки stage2,,штраф,number,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,При превышении этого штрафа stage2 может рано обрезать кандидата.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0170,OPT-FLD-INFLUENCE-EPS,System influence eps_rel,System influence eps_rel,,доля единицы,number,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Относительный шаг для расчёта influence report.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0171,OPT-FLD-ADAPTIVE-EPS,Adaptive influence epsilon,Adaptive influence epsilon,,not_applicable,boolean,as_declared,as_declared,true|false,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Разрешает ли staged path подстраивать epsilon для influence report.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0172,OPT-FLD-STAGE-POLICY,Режим seed/promotion policy,Режим seed/promotion policy,,not_applicable,enum,as_declared,enum,static|influence_weighted,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Как распределять seed budget и promotion decisions по стадиям.,stage_runner,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0173,OPT-FLD-STAGE0-BUDGET,Бюджет stage0,Бюджет stage0,,минуты,number,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Бюджет ранней relevance стадии.,stage_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
PAR-0174,OPT-FLD-STAGE1-BUDGET,Бюджет stage1,Бюджет stage1,,минуты,number,as_declared,as_declared,,,,GRP-OPT-RUN,objective_contract.json_and_optimization_run_contract.json,objective_contract.json; stage/coordinator runtime artifacts,WS-OPTIMIZATION,Бюджет длинной стадии.,stage_policy,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-OPTIMIZATION; downstream access определяется pipeline matrix.,,,,covered,SRC-016
