node_id,label,workspace,node_type,layer,provenance,group,status
WS-ANIMATOR_ctl_8,кнопка экспорт кадра,WS-ANIMATOR,control,optimized,canonical_prompt,control,covered
WS-ANIMATOR_ctl_9,кнопка открыть диагностику,WS-ANIMATOR,control,optimized,canonical_prompt,control,covered
WS-ANIMATOR_field_1,selected analysis context,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_field_2,truth state,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_field_3,pointer path,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_field_4,anim source timestamp,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_field_5,speed factor,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_field_6,sampled time s,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_field_7,packaging contract status,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_field_8,geometry acceptance state,WS-ANIMATOR,field,optimized,canonical_prompt,field,covered
WS-ANIMATOR_msg_1,показывается axis only mode,WS-ANIMATOR,message,optimized,canonical_prompt,message,covered
WS-ANIMATOR_msg_2,packaging truth неполный,WS-ANIMATOR,message,optimized,canonical_prompt,message,covered
WS-ANIMATOR_msg_3,кадр экспортирован,WS-ANIMATOR,message,optimized,canonical_prompt,message,covered
cur_anim_home,Окно аниматора,WS-ANIMATOR,current_screen,current,live_repo_evidence,current,covered_partially
cur_anim_pointer,anim_latest pointer,WS-ANIMATOR,current_panel,current,live_repo_evidence,current,covered_partially
cur_anim_follow,Режим follow,WS-ANIMATOR,current_panel,current,live_repo_evidence,current,covered_partially
cur_anim_play,Пуск/пауза,WS-ANIMATOR,current_action,current,live_repo_evidence,current,covered_partially
cur_anim_truth,Truth-state,WS-ANIMATOR,current_feedback,current,live_repo_evidence,current,covered_partially
cur_anim_capture,Экспорт кадра,WS-ANIMATOR,current_action,current,live_repo_evidence,current,covered_partially
task_route_inputs,Основной путь: к исходным данным,CROSS,cross_task,optimized,canonical_prompt,cross,covered
task_route_ring,Основной путь: к редактору кольца,CROSS,cross_task,optimized,canonical_prompt,cross,covered
task_route_suite,Основной путь: к набору испытаний,CROSS,cross_task,optimized,canonical_prompt,cross,covered
task_route_baseline,Основной путь: к базовому прогону,CROSS,cross_task,optimized,canonical_prompt,cross,covered
task_route_optimization,Основной путь: к оптимизации,CROSS,cross_task,optimized,canonical_prompt,cross,covered
task_route_analysis,Основной путь: к анализу,CROSS,cross_task,optimized,canonical_prompt,cross,covered
task_route_animator,Основной путь: к анимации,CROSS,cross_task,optimized,canonical_prompt,cross,covered
task_route_diagnostics,Основной путь: к диагностике,CROSS,cross_task,optimized,canonical_prompt,cross,covered
WS-INPUTS_root,Исходные данные,WS-INPUTS,workspace_root,optimized,canonical_prompt,workspace,covered
WS-INPUTS_tree_entry,Дерево: Исходные данные,WS-INPUTS,tree_entry,optimized,canonical_prompt,tree,covered
WS-RING_root,Редактор кольца,WS-RING,workspace_root,optimized,canonical_prompt,workspace,covered
WS-RING_tree_entry,Дерево: Редактор кольца,WS-RING,tree_entry,optimized,canonical_prompt,tree,covered
WS-OPTIMIZATION_root,Оптимизация,WS-OPTIMIZATION,workspace_root,optimized,canonical_prompt,workspace,covered
WS-OPTIMIZATION_tree_entry,Дерево: Оптимизация,WS-OPTIMIZATION,tree_entry,optimized,canonical_prompt,tree,covered
WS-DIAGNOSTICS_root,Диагностика,WS-DIAGNOSTICS,workspace_root,optimized,canonical_prompt,workspace,covered
WS-DIAGNOSTICS_tree_entry,Дерево: Диагностика,WS-DIAGNOSTICS,tree_entry,optimized,canonical_prompt,tree,covered
