UI_ID,UI_NAME_RU,UI_TYPE,WORKSPACE_ID,WINDOW_ID,SCREEN_IDS,REGION_ID,PARENT_CONTAINER_ID,X_LOCAL_PX,Y_LOCAL_PX,MIN_WIDTH_PX,MIN_HEIGHT_PX,PREFERRED_WIDTH_PX,PREFERRED_HEIGHT_PX,SOURCE_BINDING,RELATED_PAR_ID,VISIBLE_WHEN,ENABLED_WHEN,TOOLTIP_REQUIRED,HELP_REQUIRED,SCROLL_BEHAVIOR,POSITIONING_RULE,RESIZE_RULE,STATE_MODEL,SOURCE_ID
TS-LBL-BASELINE-READY,Готовность к базовому прогону,readonly_text,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06,ST-FOOTER,ST-FOOTER,16,176,195,18,260,24,suite.snapshot.baseline_ready,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-UNITS-LEGEND,Легенда единиц измерения,info_card,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06,ST-FOOTER,ST-FOOTER,628,72,240,111,320,148,suite.units_legend,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-HELP-ANCHOR,Контекстная помощь WS-SUITE,help_anchor,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06,ST-FOOTER,ST-FOOTER,964,72,180,111,240,148,suite.help,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
BL-TXT-TITLE,Рабочее пространство «Базовый прогон»,title_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HEADER,BL-HEADER,0,4,195,24,260,32,baseline.workspace.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-SNAPSHOT-ID,Идентификатор validated snapshot,badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HEADER,BL-HEADER,272,8,158,21,210,28,baseline.snapshot.id,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-ACTIVE-BASELINE,Активный baseline и его источник,info_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HEADER,BL-HEADER,496,8,218,21,290,28,baseline.active.summary,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-SUITE,Открыть матрицу испытаний,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HEADER,BL-HEADER,804,4,135,27,180,36,route.ws_suite,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-DIAG,Собрать диагностику,primary_aux_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HEADER,BL-HEADER,1000,4,153,27,204,36,route.diagnostics,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-SNAPSHOT-PATH,Путь к validated snapshot,path_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,0,0,248,21,330,28,baseline.snapshot.path,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-SNAPSHOT-HASH,Hash validated snapshot,badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,344,0,120,21,160,28,baseline.snapshot.hash,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-SNAPSHOT-VALIDATION,Состояние проверки снимка,status_badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,0,40,120,21,160,28,baseline.snapshot.validation_state,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-SNAPSHOT-COUNTS,Счётчики строк снимка,info_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,176,40,165,21,220,28,baseline.snapshot.counts,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-SNAPSHOT-STALE,Снимок устарел / актуален,status_badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,412,40,69,21,92,28,baseline.snapshot.stale_state,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-RING-COVERAGE,Графический охват сценариев кольца,visual_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,0,84,180,90,240,120,baseline.snapshot.ring_coverage,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-STAGE-COVERAGE,Графическое покрытие по стадиям,visual_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,256,84,186,90,248,120,baseline.snapshot.stage_coverage,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-SNAPSHOT,Открыть файл снимка,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,0,212,117,24,156,32,action.open_snapshot,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-REFRESH-SNAPSHOT,Повторно загрузить снимок,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,172,212,126,24,168,32,action.refresh_snapshot,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-SHOW-SNAPSHOT-MANIFEST,Показать манифест baseline input,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-04,BL-SNAPSHOT,BL-SNAPSHOT,356,212,111,24,148,32,action.show_baseline_manifest,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-FLD-SOURCE-KIND,Источник активного baseline,combo_box,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,0,0,172,24,230,32,baseline.source.kind,PAR-0100,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-PATH-SOURCE-REF,Ссылка на источник baseline,path_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,246,2,328,21,438,28,baseline.source.ref,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-SOURCE-COMPAT,Совместимость источника с snapshot,status_badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,0,40,172,21,230,28,baseline.source.compatibility,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-SOURCE-DELTA,Графический дельта-обзор параметров,visual_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,0,84,207,90,276,120,baseline.source.delta_preview,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-SOURCE-METRICS,Сводка метрик источника baseline,metric_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,292,84,144,90,192,120,baseline.source.metrics_summary,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-POLICY,Политика обновления baseline,policy_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,500,84,138,90,184,120,baseline.policy,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-FLD-POLICY-MODE,Режим политики baseline,combo_box,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,0,212,172,24,230,32,baseline.policy.mode,PAR-0103,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CHK-AUTO-UPDATE,Авто-обновлять baseline_best,check_box,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,246,214,172,21,230,28,baseline.policy.auto_update,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-IMPORT-BASELINE,Импортировать baseline,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,500,210,138,27,184,36,action.import_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-HISTORY,Открыть историю baseline,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-04,BL-SOURCE,BL-SOURCE,500,252,138,27,184,36,route.history,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-FLD-RUN-NAME,Имя базового прогона,text_editor,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,0,0,165,24,220,32,baseline.run.run_name,PAR-0105,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-FLD-CSV-PREFIX,Префикс файлов результата,text_editor,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,236,0,165,24,220,32,baseline.run.output_prefix,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-RUN-READY,Готовность запуска,status_badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,472,2,105,21,140,28,baseline.run.ready_state,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-RUN,Запустить базовый прогон,primary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,628,0,132,27,176,36,action.run_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-STOP,Остановить прогон,danger_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,628,42,132,27,176,36,action.stop_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-PROGRESS-PRIMARY,Основной progress bar,progress_bar,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,0,48,459,14,612,18,baseline.run.progress,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-CURRENT-TEST,Текущий тест и стадия выполнения,info_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,0,78,315,18,420,24,baseline.run.current_test,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-RUN-COUNTS,Счётчики выполненных / ошибок / предупреждений,info_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,436,78,276,18,368,24,baseline.run.counts,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TABLE-TEST-PROGRESS,Таблица хода базового прогона по тестам,data_table,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,0,114,390,132,520,176,baseline.run.test_progress_rows,,Всегда,Всегда,Да,Да,Вертикальная прокрутка таблицы,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-WARNINGS,Текущие предупреждения baseline,warning_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,536,114,201,40,268,54,baseline.run.warning_preview,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-BLOCKERS,Блокирующие причины запуска,error_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,536,176,201,40,268,54,baseline.run.blocker_preview,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-LOG,Открыть журнал baseline,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,536,240,93,24,124,32,action.open_run_log,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-ARTIFACTS,Открыть артефакты baseline,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,680,240,93,24,124,32,action.open_run_artifacts,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-RUN-TIMELINE,Графическое покрытие выполнения по тестам,visual_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,0,298,390,26,520,34,baseline.run.timeline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-RUN-DELTA,Графическая дельта active baseline к source,visual_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04,BL-RUN,BL-RUN,536,282,201,38,268,50,baseline.run.delta_preview,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-RUN-STATUS,Статус завершённого базового прогона,status_badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,0,0,142,21,190,28,baseline.result.status,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-RUN-ID,Идентификатор прогона baseline,info_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,206,0,134,21,178,28,baseline.result.run_id,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-KEY-METRICS,Ключевые метрики baseline,metric_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,0,42,288,70,384,94,baseline.result.key_metrics,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-RESULT-COMPARE,Сравнение с текущим active baseline,visual_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,0,152,288,64,384,86,baseline.result.compare_preview,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-VERDICT,Вердикт принятия baseline,info_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,0,248,288,18,384,24,baseline.result.acceptance_verdict,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-ACCEPT-ACTIVE,Сделать активным baseline,primary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,0,284,135,27,180,36,action.accept_as_active_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-KEEP-CURRENT,Оставить текущий active baseline,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,196,284,141,27,188,36,action.keep_current_active,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-RESULTS,Открыть результаты baseline,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,0,326,135,24,180,32,route.analysis_from_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
